T,Tau,Rel_MSE
240,0.2,1.0624268225525828
240,0.4,1.0550869735162112
240,0.6,1.076306623439061
240,0.8,1.1448218492406923
600,0.2,1.1328197870753685
600,0.4,0.9834981822846122
600,0.6,1.1028522830468837
600,0.8,1.1093273053318973
240,0.2,0.8951663634648082
240,0.4,0.8866949610514362
240,0.6,0.8675271633155107
240,0.8,0.9470903100393335
600,0.2,0.8097177929597574
600,0.4,0.8954498038307017
600,0.6,0.8482066480486258
600,0.8,0.8188859345882532
