True DGP (p0),Sample Size (T),Estimator,p=1,p=2,p=3,p=4,p=5,p=6,p=7,p=8,p=9,p=10,p=11,p=12
4,96,OLS-BMA,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,96,OLS-Geom-BMA,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,96,Joint-BMA,0.0,0.029596482406461923,0.09995270349079251,0.09365392105011447,0.08640774322362253,0.08536883037128144,0.07559787466240919,0.0683933841847841,0.08851308781537456,0.1014008979750903,0.12375065482906891,0.14736441999099997
4,96,Geom-BMA,0.006839535465894387,0.20701991276503368,0.25429856002321344,0.1356611045981767,0.1289529772547667,0.13589851972008848,0.0642226699001378,0.032015140465874864,0.020192611665425696,0.008763018524743644,0.006135949616644681,0.0
4,144,OLS-BMA,0.8633628426874929,0.13663715731250714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,144,OLS-Geom-BMA,0.9240045656110734,0.07599543438892672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,144,Joint-BMA,0.0,0.3825026855538614,0.3362264078053533,0.08625071925774054,0.07110891834821899,0.03029004755878416,0.018705412042470237,0.008414718082787162,0.007122859986494065,0.012192552146305345,0.02459821559050394,0.022587463627481038
4,144,Geom-BMA,0.0,0.5865043123541676,0.3455221753135913,0.04986198257897428,0.018111529753266752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,Joint-BMA,0.0,0.06337885566501857,0.24564916017111071,0.34167474512865503,0.188744749038919,0.11308118991631191,0.03663572968017999,0.010835570399804682,0.0,0.0,0.0,0.0
4,240,Geom-BMA,0.0,0.21111555696052237,0.404321445912444,0.28974749859100446,0.07633540586430584,0.018480092671723354,0.0,0.0,0.0,0.0,0.0,0.0
4,480,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,480,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,480,Joint-BMA,0.0,0.0,0.12142109448310223,0.6374595627240767,0.18621164616256003,0.045817037161598774,0.00909065946866234,0.0,0.0,0.0,0.0,0.0
