True DGP (p0),Sample Size (T),Estimator,p=1,p=2,p=3,p=4,p=5,p=6,p=7,p=8,p=9,p=10,p=11,p=12
4,240,OLS-BMA,0.0510449625324356,0.9488791670265452,7.587044101912091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-Geom-BMA,0.0567755287872553,0.94318580253992,3.86686728247703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-BMA (AIC-W),0.0,0.3159905454927627,0.4041313902557116,0.2571559910773726,0.0192040804073479,0.003517992766805,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-Geom-BMA (AIC-W),0.0,0.3746096632237137,0.3975390449072867,0.2135545019767284,0.0135227113227051,0.0007740785695658,0.0,0.0,0.0,0.0,0.0,0.0
4,240,Joint-BMA,0.0,0.184847120711569,0.3036536327315151,0.1984412891668562,0.1047251123265917,0.0635735036864117,0.0425220516981713,0.02949127511202,0.0220701929601449,0.0186495213406184,0.017213939824088,0.0148123604420133
4,240,Geom-BMA,0.0,0.334268097365746,0.3790924861743599,0.1778757591264015,0.063147734657607,0.0267629369868462,0.0105931094869755,0.0044713755135805,0.0018301217164805,0.0010518056441808,0.0006120912542098,0.0002944820736117
10,240,OLS-BMA,0.0430713373608171,0.9568389806882373,8.968195094576745e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,240,OLS-Geom-BMA,0.0489657996492717,0.9509883309611692,4.586938955896866e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,240,OLS-BMA (AIC-W),0.0,0.1114054545334929,0.1325565017137563,0.0394750580868882,0.0695252306945803,0.0429384990110569,0.0461616758684437,0.2826271697902056,0.1706905671470987,0.0831604667476759,0.0138233960936674,0.0076359803131338
10,240,OLS-Geom-BMA (AIC-W),0.0,0.1881848454107492,0.1892401746222314,0.0487940791485967,0.0777121187031279,0.0429445150979309,0.0427945842776709,0.2311857151249823,0.1173376220730215,0.0502587263299689,0.0087837124003906,0.0027639068113292
10,240,Joint-BMA,0.0,0.0422711277663659,0.0526007223806516,0.020898748139873,0.0345441604433133,0.0393355602681983,0.0477582725990761,0.0938060704348907,0.1208628374681843,0.1607456751016169,0.1937985443699957,0.1933782810278339
10,240,Geom-BMA,0.0,0.2172241593152517,0.1908882809500257,0.0603676687327222,0.0804926757222912,0.0739963631315633,0.0654938157821769,0.089312791898505,0.0784340384272219,0.0683673803953951,0.0485281043629729,0.0268947212818736
