True DGP (p0),Sample Size (T),Estimator,Lag Detection Rate (%),Mean Evaluated Lag,Avg Opt Tau,Fail Rate (%),Geom Mean MSE Ratio,5th Percentile,95th Percentile
4,144,"Joint (p, tau) Grid BMA",N/A,3.91,N/A,0.0,1.5915013820084694,0.7130672704630279,4.304374172424959
4,144,"Geom (p, tau) Grid BMA (th=0.5)",N/A,2.86,N/A,0.0,1.4654645613366104,0.6207427682848052,4.304182757775237
4,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.204414816096383,0.6914600283351803,2.2776150464625635
4,240,AIC,40.0,3.2,N/A,0.0,1.02966349110081,0.6082198908589433,2.024764018404376
4,240,SIC (BIC),0.0,2.0,N/A,0.0,1.0260027553425022,0.3340081857704663,3.6514096470719277
4,240,HQC,0.0,2.0,N/A,0.0,1.0260027553425022,0.3340081857704663,3.6514096470719277
4,240,OLS BMA (BIC-W),N/A,2.0,N/A,0.0,1.0887501039780887,0.6202480094233092,3.9061639490833904
4,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.5529541481741704,1.0644528882446618,3.9457836875917307
4,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.9109254065368101,0.25485815392565214,3.3251500253260105
4,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.917989240232597,0.3288232198085337,2.9502445102947883
4,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.2033037777289215,0.6655730519040222,3.273847817578089
4,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.6056772609943119,0.2379158138839696,1.3579174342336116
4,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.0334071770757016,0.37085804061009897,3.246730449785893
4,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.4533231617554537,0.19491410741920884,1.0096266755804468
4,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.416111306801168,0.7052805656729337,4.53299103718169
4,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.6550370082243965,0.14735001497044325,3.1911185714247345
4,240,"Joint (p, tau) Grid BMA",N/A,5.61,N/A,0.0,0.7327465223779263,0.1949312737135349,2.3273215962676836
4,240,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.55,N/A,0.0,1.083393053915568,0.5171468930683167,2.6100027712574394
4,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.9109254065368101,0.25485815392565214,3.3251500253260105
4,480,AIC,80.0,3.8,N/A,0.0,0.9268536256108741,0.7471995765030399,0.9999999999999999
4,480,SIC (BIC),0.0,2.0,N/A,0.0,1.7627829808171185,1.0701292556084847,4.277376630649506
4,480,HQC,0.0,2.4,N/A,0.0,1.6325482668023508,1.0701292556084847,3.1827686990808726
4,480,OLS BMA (BIC-W),N/A,2.0,N/A,0.0,0.7248706849379043,0.31082427846480665,1.24859789680339
4,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.7157359387850195,0.46868487808068754,1.1526706365355273
4,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.635263530581481,0.251367297600977,2.409244742104291
4,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.8638535303411077,0.4170238755822008,3.726403580012431
4,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.6498775075844115,0.11269904357469575,3.3572025037356914
4,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.7110567158766806,0.17013523384316095,3.119862903518401
4,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.167894203005385,0.5659987622977505,2.7860143185857473
4,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.7555536935731316,0.1369004518936895,3.7352922824937784
4,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.1548589376091898,0.3229176027188419,3.380009292486093
4,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.4672623049094618,0.18300436374901546,1.1436981635367613
4,480,"Joint (p, tau) Grid BMA",N/A,4.13,N/A,0.0,0.9038418262134773,0.40475248740318615,1.7010478553576382
4,480,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.74,N/A,0.0,0.5107833219274531,0.10766661932929605,1.899454082028046
4,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.635263530581481,0.251367297600977,2.409244742104291
6,96,AIC,0.0,11.2,N/A,20.0,1.3722936387866274,0.5714180120523271,4.513936138986406
6,96,SIC (BIC),0.0,1.2,N/A,0.0,0.9811202854379201,0.5417123363671844,1.9363305421183536
6,96,HQC,0.0,1.8,N/A,0.0,1.0381503840475308,0.5985242429291466,1.9363305421183536
6,96,OLS BMA (BIC-W),N/A,1.19,N/A,0.0,0.9275138780179707,0.2973911391991597,5.51194759968793
6,96,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.993148453150364,0.5794361583636577,1.726825470023822
6,96,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.9916761946935657,0.3283513321965725,2.509881535109302
6,96,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.530589845752931,0.29719738914061594,0.869614735344469
6,96,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5967908334595455,0.2584423501415982,1.293247449568191
6,96,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.6682623947517445,0.3269381428065702,1.0731956568934702
6,96,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.938230753317585,0.5516434887286336,1.6739608399544412
6,96,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.7598820496087189,0.3565440636616928,1.8646353748888553
6,96,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.9210125295191162,0.4195198165046736,1.98803709319813
6,96,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.9135662815256734,0.39150112066284914,5.139823488942973
6,96,"Joint (p, tau) Grid BMA",N/A,7.74,N/A,100.0,,,
6,96,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.58,N/A,20.0,1.0088766935166882,0.28416617054427323,4.6671841552186315
6,96,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.9916761946935657,0.3283513321965725,2.509881535109302
6,144,AIC,0.0,3.6,N/A,20.0,0.8007961889353059,0.5953921272225485,1.0858373842585403
6,144,SIC (BIC),0.0,1.4,N/A,0.0,0.6906354479688938,0.40107737156295564,0.9888314936928173
6,144,HQC,0.0,2.0,N/A,20.0,0.9792232091176242,0.6723575480916506,1.8861136030984629
6,144,OLS BMA (BIC-W),N/A,1.4,N/A,0.0,1.6298334387678786,0.8389903030840671,2.437687872892394
6,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.1129474410934004,0.36907598099566624,3.5786884158264893
6,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.5943316186699514,0.23423754331589675,1.4112374656063404
6,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.3054788133408857,0.735046005630177,2.6041969317852045
6,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.7975719299862355,0.3390168426252155,1.888011894859131
6,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.7224326117808162,0.18810880046633105,2.4086895383497873
6,144,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.5232994316021113,0.3457033306708752,0.8742237282064422
6,144,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.48074430224704917,0.18806228012478798,1.016395645153008
6,144,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.2585942886704697,0.8529394454630281,2.0980414691751013
6,144,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.526488090353878,0.22658528525865287,1.6341476292045631
6,144,"Joint (p, tau) Grid BMA",N/A,7.6,N/A,40.0,2.2021754736355312,1.519210284987373,2.873893783454451
6,144,"Geom (p, tau) Grid BMA (th=0.5)",N/A,4.06,N/A,20.0,0.7848589704186327,0.31054480723379124,2.5315941602648646
6,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.5943316186699514,0.23423754331589675,1.4112374656063404
6,240,AIC,20.0,3.8,N/A,0.0,0.7079319498687692,0.24804492222861246,1.7768415010688217
6,240,SIC (BIC),0.0,2.0,N/A,0.0,0.6004431096286721,0.18325008782648655,1.6031187490254981
6,240,HQC,0.0,2.2,N/A,0.0,0.5883080887363136,0.18325008782648655,1.5875191339237378
6,240,OLS BMA (BIC-W),N/A,2.0,N/A,0.0,0.9546956524856399,0.45044028417064025,1.4927366570607852
6,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.3178350226081383,0.7557433664771012,1.8913200412579354
6,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.8567205270850179,0.622241459998472,1.2080725558803205
6,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.4465772356684876,0.2974897554749614,0.7332433250358031
6,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,20.0,0.8282020482933373,0.5422305723412918,1.298728292924412
6,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,1.008175947673879,0.5602293185792154,2.2083894112000793
6,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.6804083001995447,0.4730220856459607,1.3155640149129493
6,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.4835285908867365,0.2561415637308951,0.8282017403441946
6,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.1239726985306004,0.8748598204271021,1.7857278334153226
6,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.6746794961481972,0.2035499926850064,1.918426918226051
6,240,"Joint (p, tau) Grid BMA",N/A,6.09,N/A,20.0,0.3810357817095474,0.11227478957868144,1.1883666682425928
6,240,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.83,N/A,0.0,0.8835593063364326,0.6420497557526571,1.3254686036351084
6,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.8567205270850179,0.622241459998472,1.2080725558803205
6,480,AIC,80.0,5.8,N/A,0.0,0.7250551807932687,0.3603043426064068,0.9999999999999999
6,480,SIC (BIC),0.0,2.2,N/A,0.0,0.654217379367942,0.27763063488872547,2.0337933720049772
6,480,HQC,0.0,2.4,N/A,0.0,0.48899768822607265,0.2655439017331293,0.6778659921366241
6,480,OLS BMA (BIC-W),N/A,2.2,N/A,0.0,2.109391245834269,0.9071230071678719,5.868551177354301
6,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.8029340622047862,0.4609619424015595,6.189748641085637
6,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.665550797767965,0.5829532046999704,5.0200372816639565
6,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.638991253386437,0.37515062038255753,6.82277894472368
6,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.3255392808117743,0.306879484122593,5.516386915572571
6,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,1.4914077777201153,0.7826622722364331,3.9558960569490664
6,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.3761445087400552,0.4874400778178733,6.4995747227677025
6,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,20.0,0.5766219753746297,0.21820901745911275,3.826383754665972
6,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.813811952407327,0.8979022280930509,6.580459304945643
6,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,20.0,1.3114824580685762,0.42487804574642074,4.392901585026939
6,480,"Joint (p, tau) Grid BMA",N/A,6.09,N/A,20.0,2.2231070153793495,1.0255263897673617,8.668417298359476
6,480,"Geom (p, tau) Grid BMA (th=0.5)",N/A,5.55,N/A,0.0,0.9976987272007005,0.20136065727510413,4.286713261358153
6,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.665550797767965,0.5829532046999704,5.0200372816639565
8,96,AIC,0.0,12.0,N/A,0.0,1.5859196266739015,0.8737847369781802,3.465351191393366
8,96,SIC (BIC),0.0,1.2,N/A,20.0,0.78194724660051,0.37971475526023823,2.2774015286047535
8,96,HQC,0.0,2.0,N/A,20.0,0.6468595174685488,0.35484839700350246,1.6555299586165637
8,96,OLS BMA (BIC-W),N/A,1.22,N/A,0.0,0.9053616555336751,0.4310505656924447,1.910085669641025
8,96,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.5868974477975005,0.20735907877301893,2.5745443709380207
8,96,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.6455287150466611,0.25476958610770223,1.8332537723467397
8,96,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.6271147169373541,0.4392689803299832,1.0495896491247645
8,96,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.845792786190555,0.3175678710785778,1.8301685081776953
8,96,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.7337517624291816,0.461127535280923,1.1898729941116055
8,96,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.7265235085384291,0.6092706229121891,0.9762570505632249
8,96,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.5888765709161334,0.24010496698420708,1.9594089981710763
8,96,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.0255382746814226,0.5514554539797465,2.4466743867800993
8,96,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.6442159768044948,0.44788466317816317,1.0998666599351046
8,96,"Joint (p, tau) Grid BMA",N/A,7.83,N/A,100.0,,,
8,96,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.93,N/A,40.0,0.5414837926397019,0.3069642739783864,0.827579620243279
8,96,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.6455287150466611,0.25476958610770223,1.8332537723467397
8,144,AIC,40.0,7.6,N/A,20.0,2.139395053826931,0.9999999999999999,6.606886012082639
8,144,SIC (BIC),0.0,1.2,N/A,0.0,1.5974222982476154,0.5051344763951208,8.63120427353934
8,144,HQC,0.0,2.0,N/A,20.0,1.6985552035231728,0.5745459968045721,6.562501889537352
8,144,OLS BMA (BIC-W),N/A,1.21,N/A,0.0,1.04205584028314,0.16986580699370968,8.784754256839618
8,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,20.0,1.1458110389842313,0.26504963606612386,7.722236200593603
8,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.4392049559560624,0.1880274472614576,1.6405984938247025
8,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.8863848983338927,0.3516148603799964,5.510841649806988
8,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.46917357242636964,0.14871689970702048,1.5394968425090299
8,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.8508965001618566,0.4517990619623895,3.709798211904429
8,144,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.5805479759987077,0.1725812361841707,3.1603367904395077
8,144,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,1.5129753372949173,0.5993740153114399,5.6240383193832235
8,144,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.227291156863681,0.8040482447459585,2.585108359196153
8,144,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.3852216155173077,0.1242581780066305,1.1750588763528895
8,144,"Joint (p, tau) Grid BMA",N/A,9.07,N/A,40.0,0.47119648003661685,0.3100112627799464,0.8604415205009354
8,144,"Geom (p, tau) Grid BMA (th=0.5)",N/A,5.08,N/A,60.0,0.6075139393392713,0.4698592532674524,0.799019805570075
8,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.4392049559560624,0.1880274472614576,1.6405984938247025
8,240,AIC,40.0,5.8,N/A,0.0,1.1688873530974926,0.907543774244977,1.8103342865606635
8,240,SIC (BIC),0.0,1.8,N/A,0.0,1.4676441531793347,0.7027006144664352,3.1100689280725358
8,240,HQC,0.0,2.0,N/A,0.0,1.717989923160066,0.7027006144664352,3.699152268678615
8,240,OLS BMA (BIC-W),N/A,1.86,N/A,0.0,1.874166978033572,0.7949928602310812,3.544299986996233
8,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,20.0,0.7690759439898448,0.46912837844387867,1.6922239533939816
8,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.8743949313834509,0.46958871704201677,1.698849492202194
8,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.2669798980962188,0.5147789208844356,3.0124608233753345
8,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.8512860789867134,0.3266605852688718,1.753682941740028
8,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.8800014372994663,0.3499507250787221,1.8419173921882854
8,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.238537718528235,0.6756632463868455,1.876108177275789
8,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,1.28779232761871,0.8101288775498505,2.353334733513695
8,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,20.0,1.2833663005235487,1.0306070735136073,1.6315251543427922
8,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.7360388635588251,0.1795750665150448,2.9030202791059105
8,240,"Joint (p, tau) Grid BMA",N/A,8.6,N/A,40.0,1.2358553542878064,0.8417153854934053,2.3022952042027405
8,240,"Geom (p, tau) Grid BMA (th=0.5)",N/A,5.92,N/A,20.0,1.3653418898794438,0.5115230440875163,2.8693019191665856
8,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.8743949313834509,0.46958871704201677,1.698849492202194
8,480,AIC,100.0,8.0,N/A,0.0,0.9999999999999998,0.9999999999999996,1.0
8,480,SIC (BIC),0.0,2.0,N/A,0.0,0.7521509100491245,0.16271892864109766,4.387952470846049
8,480,HQC,0.0,2.2,N/A,0.0,0.7421892614304564,0.16271892864109766,4.370739904227118
8,480,OLS BMA (BIC-W),N/A,2.0,N/A,0.0,1.0919257473376063,0.36546657298754726,4.847965006809546
8,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.9169605336803364,0.23574242737699097,6.643114316873444
8,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.4309919857614295,0.7016305173989507,3.238851234776525
8,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.1614051240446448,0.7084221927446556,3.378245575442861
8,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5838783786068981,0.21748032107796011,3.915227449345347
8,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.4808030904982368,0.11896251007195979,1.4777414162765723
8,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.4324392857951156,0.7035790193788622,5.781083820830187
8,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.7829219470731376,0.20645971772147892,2.89630466056671
8,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.7569020016553745,0.8962509222923656,6.292072064089414
8,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.408128477355668,0.5668925249388623,4.0584408027893595
8,480,"Joint (p, tau) Grid BMA",N/A,8.98,N/A,20.0,1.090795462731158,0.6500166614639603,1.6189087318586994
8,480,"Geom (p, tau) Grid BMA (th=0.5)",N/A,7.61,N/A,20.0,1.4624822600174647,0.6715907747359677,4.022120792329301
8,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.26,0.0,1.5810488659358357,0.6081060745561203,3.8960696322606547
10,96,AIC,0.0,12.0,N/A,0.0,1.1518906645112457,0.7752367895562272,1.4267718293998404
10,96,SIC (BIC),0.0,1.2,N/A,0.0,0.6658908743994647,0.5115634551454525,1.2933229252019827
10,96,HQC,0.0,1.4,N/A,0.0,0.5186562389808171,0.22705188265957482,1.2933229252019827
10,96,OLS BMA (BIC-W),N/A,1.19,N/A,0.0,0.5496957830688637,0.1517339773568919,1.8566398490663063
10,96,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.5363682468828271,0.24971659376920116,1.3585785500712133
10,96,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.7118037859773826,0.42366966344173607,1.130303666415452
10,96,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.5795283071252462,0.20466607278716015,1.3957752301265676
10,96,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,20.0,0.4664077565801158,0.13840349857017425,1.4192187603243545
10,96,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.6501523191132867,0.3773237982422264,1.4212559269657246
10,96,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.36479782949533135,0.1161049298312477,0.9552965826796604
10,96,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.47129159037905494,0.34537329432713726,0.6095168163183193
10,96,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.7764055484654265,0.3975020325983595,1.39696891895704
10,96,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.4768251830776822,0.14938212681327423,1.0628991745874845
10,96,"Joint (p, tau) Grid BMA",N/A,7.56,N/A,60.0,0.7305842951524285,0.4917317855834072,1.13476827538247
10,96,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.18,N/A,0.0,0.4875207461929109,0.1396648640501762,1.3922976745259599
10,96,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.7118037859773826,0.42366966344173607,1.130303666415452
10,144,AIC,0.0,6.2,N/A,20.0,0.4656166070985009,0.15731186785527296,2.4001937881649007
10,144,SIC (BIC),0.0,1.6,N/A,0.0,0.8927867093784366,0.29084836073344905,2.9909071504933444
10,144,HQC,0.0,2.0,N/A,0.0,0.8907465466462208,0.3134582440731426,2.66053333393514
10,144,OLS BMA (BIC-W),N/A,1.52,N/A,20.0,1.2966474823122418,0.5738265111944457,2.6793513908255804
10,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.39480053993900865,0.13948141050086865,2.037960672983705
10,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.4200011559592812,0.1468197222371913,1.2519874383877156
10,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.5831381245921055,0.14635912023830858,2.3583043437131614
10,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,20.0,0.8038446665916631,0.5793919054003631,1.1674597053086693
10,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.43955233076656275,0.1802337850757555,0.807860258103947
