p0,T,Iter,Tau,MDD
4,360,99,0.6,-4804.23855453193
4,360,99,0.8,-4845.546167872317
4,360,100,0.2,-4695.328050067859
4,360,100,0.4,-4717.1953797511105
4,360,100,0.6,-4755.0517459437615
4,360,100,0.8,-4791.81115271314
4,360,101,0.2,-4745.6137123166345
4,360,101,0.4,-4770.9697375102805
4,360,101,0.6,-4810.44599556192
4,360,101,0.8,-4848.33120843645
4,360,102,0.2,-4696.752653606758
4,360,102,0.4,-4723.544368513958
4,360,102,0.6,-4764.956003783458
4,360,102,0.8,-4804.293322655334
4,360,103,0.2,-4701.638870476327
4,360,103,0.4,-4722.743712900117
4,360,103,0.6,-4761.133046577852
4,360,103,0.8,-4798.369741408252
4,360,104,0.2,-4705.612787473965
4,360,104,0.4,-4731.709539472246
4,360,104,0.6,-4771.857855330173
4,360,104,0.8,-4810.021424402243
4,360,105,0.2,-4726.572129020029
4,360,105,0.4,-4749.640415472413
4,360,105,0.6,-4788.484086839457
4,360,105,0.8,-4826.070917858072
4,360,106,0.2,-4740.1647050571
4,360,106,0.4,-4765.024718424167
4,360,106,0.6,-4804.301455014585
4,360,106,0.8,-4841.464723941357
4,360,107,0.2,-4729.937924475862
4,360,107,0.4,-4755.827492988912
4,360,107,0.6,-4795.349449767178
4,360,107,0.8,-4833.108588660054
4,360,108,0.2,-4646.533865478088
4,360,108,0.4,-4662.334127421009
4,360,108,0.6,-4699.119850937517
4,360,108,0.8,-4736.014169440079
4,360,109,0.2,-4720.7151429536625
4,360,109,0.4,-4754.656182953107
4,360,109,0.6,-4800.222108182108
4,360,109,0.8,-4841.680492700705
4,360,110,0.2,-4735.973459070585
4,360,110,0.4,-4761.510960083329
4,360,110,0.6,-4800.795048278067
4,360,110,0.8,-4838.018290117207
4,360,111,0.2,-4713.604218841447
4,360,111,0.4,-4743.332547266022
4,360,111,0.6,-4787.200607198109
4,360,111,0.8,-4828.068892359357
4,360,112,0.2,-4712.814643448726
4,360,112,0.4,-4735.682583782262
4,360,112,0.6,-4777.093233464823
4,360,112,0.8,-4816.795880464746
4,360,113,0.2,-4758.402941734788
4,360,113,0.4,-4792.274166614985
4,360,113,0.6,-4835.935778614004
4,360,113,0.8,-4876.124192142244
4,360,114,0.2,-4742.014597053116
4,360,114,0.4,-4764.258097644363
4,360,114,0.6,-4804.889169465476
4,360,114,0.8,-4844.151693010799
4,360,115,0.2,-4708.737808575679
4,360,115,0.4,-4736.197684327187
4,360,115,0.6,-4777.696108709477
4,360,115,0.8,-4816.499679779411
4,360,116,0.2,-4709.496361273648
4,360,116,0.4,-4742.122423850398
4,360,116,0.6,-4784.919560942766
4,360,116,0.8,-4824.38625898102
4,360,117,0.2,-4672.817497077362
4,360,117,0.4,-4696.861641497533
4,360,117,0.6,-4735.593777503871
4,360,117,0.8,-4772.919147417309
4,360,118,0.2,-4743.030117597869
4,360,118,0.4,-4762.224188239025
4,360,118,0.6,-4799.997815291481
4,360,118,0.8,-4836.795887641538
4,360,119,0.2,-4725.235111526648
4,360,119,0.4,-4751.680102449092
4,360,119,0.6,-4792.760693772825
4,360,119,0.8,-4831.827119237621
4,360,120,0.2,-4699.025599821491
4,360,120,0.4,-4723.7996902341465
4,360,120,0.6,-4763.273145327146
4,360,120,0.8,-4801.048141956273
4,360,121,0.2,-4679.621365370953
4,360,121,0.4,-4707.1548448589765
4,360,121,0.6,-4747.917517087381
4,360,121,0.8,-4786.461161633772
4,360,122,0.2,-4722.419202783614
4,360,122,0.4,-4742.725165330792
4,360,122,0.6,-4779.831757604679
4,360,122,0.8,-4816.215154428573
4,360,123,0.2,-4739.08794453384
4,360,123,0.4,-4759.75067376719
4,360,123,0.6,-4798.133800757651
4,360,123,0.8,-4836.050393896043
4,360,124,0.2,-4716.948761769783
4,360,124,0.4,-4740.686423691053
4,360,124,0.6,-4781.276570003933
4,360,124,0.8,-4820.246511347985
4,360,125,0.2,-4651.386793910782
4,360,125,0.4,-4678.388745188384
4,360,125,0.6,-4720.119359733175
4,360,125,0.8,-4759.585592373878
4,360,126,0.2,-4756.185932896913
4,360,126,0.4,-4780.526536004889
4,360,126,0.6,-4819.636310567379
4,360,126,0.8,-4856.685237074149
4,360,127,0.2,-4712.1134577819885
4,360,127,0.4,-4731.844036941284
4,360,127,0.6,-4768.504129617464
4,360,127,0.8,-4804.601424822091
4,360,128,0.2,-4687.8714965420295
4,360,128,0.4,-4709.87471935989
4,360,128,0.6,-4748.271768673158
4,360,128,0.8,-4785.505302700347
4,360,129,0.2,-4769.512926027566
4,360,129,0.4,-4790.401678089965
4,360,129,0.6,-4828.0901802439
4,360,129,0.8,-4864.885183988208
4,360,130,0.2,-4725.001134138629
4,360,130,0.4,-4752.721856659047
4,360,130,0.6,-4792.783877637103
4,360,130,0.8,-4830.7952996215645
4,360,131,0.2,-4740.532350858276
4,360,131,0.4,-4766.8726765147385
4,360,131,0.6,-4805.646126172302
4,360,131,0.8,-4842.948228391988
4,360,132,0.2,-4745.622055828282
4,360,132,0.4,-4771.787165914078
4,360,132,0.6,-4812.1189891832055
4,360,132,0.8,-4850.322419572721
4,360,133,0.2,-4726.34229937684
4,360,133,0.4,-4748.537892301618
4,360,133,0.6,-4787.47348328859
4,360,133,0.8,-4825.091416487307
4,360,134,0.2,-4719.806289566717
4,360,134,0.4,-4752.580908111819
4,360,134,0.6,-4796.005041884526
4,360,134,0.8,-4835.815929250661
4,360,135,0.2,-4708.4771592604375
4,360,135,0.4,-4730.343849009871
4,360,135,0.6,-4769.954424966549
4,360,135,0.8,-4808.127751669067
4,360,136,0.2,-4695.599653613443
4,360,136,0.4,-4716.026064240231
4,360,136,0.6,-4753.541866950186
4,360,136,0.8,-4790.516001166646
4,360,137,0.2,-4720.564284415395
4,360,137,0.4,-4741.27728475645
4,360,137,0.6,-4780.314915344146
4,360,137,0.8,-4818.55052982563
4,360,138,0.2,-4755.305185820729
4,360,138,0.4,-4779.985142779331
4,360,138,0.6,-4820.471434102579
4,360,138,0.8,-4859.398517158415
4,360,139,0.2,-4721.166571641881
4,360,139,0.4,-4747.493082790386
4,360,139,0.6,-4788.392788888397
4,360,139,0.8,-4827.2864854600375
4,360,140,0.2,-4734.298051209502
4,360,140,0.4,-4756.407311776817
4,360,140,0.6,-4793.750131665127
4,360,140,0.8,-4830.41530304845
4,360,141,0.2,-4735.13178272997
4,360,141,0.4,-4757.833025961081
4,360,141,0.6,-4797.3110154966525
4,360,141,0.8,-4835.027279223103
4,360,142,0.2,-4741.774275030784
4,360,142,0.4,-4757.572670277734
4,360,142,0.6,-4794.571711003111
4,360,142,0.8,-4831.3495101777735
4,360,143,0.2,-4756.4981742169075
4,360,143,0.4,-4784.131145704596
4,360,143,0.6,-4827.122455241884
4,360,143,0.8,-4867.570298159897
4,360,144,0.2,-4748.942879283692
4,360,144,0.4,-4774.94393321485
4,360,144,0.6,-4815.252583882622
4,360,144,0.8,-4853.421882548071
4,360,145,0.2,-4714.624744404873
4,360,145,0.4,-4743.438392302694
4,360,145,0.6,-4786.369990670616
4,360,145,0.8,-4826.69479692433
4,360,146,0.2,-4735.627560818371
4,360,146,0.4,-4761.059917891219
4,360,146,0.6,-4802.708252080483
4,360,146,0.8,-4842.467576862169
4,360,147,0.2,-4724.532619855801
4,360,147,0.4,-4747.661609977094
4,360,147,0.6,-4786.813617111044
4,360,147,0.8,-4824.80506974839
4,360,148,0.2,-4695.332967171258
4,360,148,0.4,-4717.388386467803
4,360,148,0.6,-4756.400653521927
4,360,148,0.8,-4794.445050365781
4,360,149,0.2,-4672.801276557808
4,360,149,0.4,-4702.748130753378
4,360,149,0.6,-4745.540442334734
4,360,149,0.8,-4785.679273203257
4,360,150,0.2,-4701.105857565077
4,360,150,0.4,-4728.476875321725
4,360,150,0.6,-4770.942899034015
4,360,150,0.8,-4810.775957997601
4,360,151,0.2,-4742.832221509163
4,360,151,0.4,-4769.451242351472
4,360,151,0.6,-4810.273213994291
4,360,151,0.8,-4848.816718849341
4,360,152,0.2,-4759.998453646265
4,360,152,0.4,-4786.038420162969
4,360,152,0.6,-4827.831435533408
4,360,152,0.8,-4867.475200311465
4,360,153,0.2,-4705.049551044316
4,360,153,0.4,-4733.5804590912985
4,360,153,0.6,-4775.3968362213145
4,360,153,0.8,-4814.483519699484
4,360,154,0.2,-4711.829643255534
4,360,154,0.4,-4736.113032206387
4,360,154,0.6,-4776.786982551837
4,360,154,0.8,-4815.934592826536
4,360,155,0.2,-4712.926061028331
4,360,155,0.4,-4736.524679243895
4,360,155,0.6,-4774.46269702039
4,360,155,0.8,-4810.905358868862
4,360,156,0.2,-4679.650219415707
4,360,156,0.4,-4697.635456599182
4,360,156,0.6,-4733.954639876129
4,360,156,0.8,-4770.082860498305
4,360,157,0.2,-4735.7479164830165
4,360,157,0.4,-4754.270156204715
4,360,157,0.6,-4792.0738922887485
4,360,157,0.8,-4829.416985231193
4,360,158,0.2,-4718.7475467298245
4,360,158,0.4,-4739.124719311843
4,360,158,0.6,-4777.301540362103
4,360,158,0.8,-4814.849817621689
4,360,159,0.2,-4666.881862934766
4,360,159,0.4,-4681.293817428557
4,360,159,0.6,-4717.177453611757
4,360,159,0.8,-4753.656249248286
4,360,160,0.2,-4758.396457801258
4,360,160,0.4,-4790.701008883496
4,360,160,0.6,-4833.918289959036
4,360,160,0.8,-4873.985904880368
4,360,161,0.2,-4739.751435719025
4,360,161,0.4,-4766.691784888677
4,360,161,0.6,-4808.926194554493
4,360,161,0.8,-4849.115731334607
4,360,162,0.2,-4727.114929215502
4,360,162,0.4,-4753.397474431877
4,360,162,0.6,-4792.939942943722
4,360,162,0.8,-4830.805909009414
4,360,163,0.2,-4729.211155548706
4,360,163,0.4,-4754.408892544325
4,360,163,0.6,-4793.766599241834
4,360,163,0.8,-4831.560838983507
4,360,164,0.2,-4722.1533051279675
4,360,164,0.4,-4749.54213042974
4,360,164,0.6,-4789.672171965169
4,360,164,0.8,-4827.312962432659
4,360,165,0.2,-4712.754504065249
4,360,165,0.4,-4744.114816238271
4,360,165,0.6,-4787.882690205015
4,360,165,0.8,-4828.314833615337
4,360,166,0.2,-4720.446729584266
4,360,166,0.4,-4742.024964774943
4,360,166,0.6,-4778.536952275859
4,360,166,0.8,-4814.195532104895
4,360,167,0.2,-4729.954074507824
4,360,167,0.4,-4748.1013024488875
4,360,167,0.6,-4785.929082520281
4,360,167,0.8,-4823.526692330928
4,360,168,0.2,-4746.117876793927
4,360,168,0.4,-4773.811145285815
4,360,168,0.6,-4814.984214969039
4,360,168,0.8,-4853.99168121468
4,360,169,0.2,-4681.753287535461
4,360,169,0.4,-4706.130004353408
4,360,169,0.6,-4745.038110891102
4,360,169,0.8,-4782.454072351693
4,360,170,0.2,-4728.492176942955
4,360,170,0.4,-4754.276814141689
4,360,170,0.6,-4795.462758713727
4,360,170,0.8,-4834.761664976297
4,360,171,0.2,-4760.142080306798
4,360,171,0.4,-4778.680177912653
4,360,171,0.6,-4817.621492558221
4,360,171,0.8,-4856.196963941778
4,360,172,0.2,-4709.297834708517
4,360,172,0.4,-4727.4178857780025
4,360,172,0.6,-4763.893124531364
4,360,172,0.8,-4800.21136257404
4,360,173,0.2,-4671.342824268999
4,360,173,0.4,-4697.868636089597
4,360,173,0.6,-4738.0946205515265
4,360,173,0.8,-4776.519152746732
4,360,174,0.2,-4743.418151937549
4,360,174,0.4,-4774.27401140746
4,360,174,0.6,-4817.963299747624
4,360,174,0.8,-4858.724585808268
4,360,175,0.2,-4756.8355351696955
4,360,175,0.4,-4786.430395850381
4,360,175,0.6,-4829.668080821968
4,360,175,0.8,-4870.012723652426
4,360,176,0.2,-4702.869256570764
4,360,176,0.4,-4727.921382988019
4,360,176,0.6,-4769.026725535818
4,360,176,0.8,-4808.177834282071
4,360,177,0.2,-4703.538950923714
4,360,177,0.4,-4725.132849035055
4,360,177,0.6,-4764.70958404964
4,360,177,0.8,-4802.925275374288
4,360,178,0.2,-4737.874826046998
4,360,178,0.4,-4758.146834723295
4,360,178,0.6,-4794.577281901889
4,360,178,0.8,-4830.579390523773
4,360,179,0.2,-4769.190117834322
4,360,179,0.4,-4798.563539522369
4,360,179,0.6,-4840.655855426807
4,360,179,0.8,-4880.292364124687
4,360,180,0.2,-4689.520469976282
4,360,180,0.4,-4717.235826870547
4,360,180,0.6,-4759.339101759377
4,360,180,0.8,-4799.084927167956
4,360,181,0.2,-4782.706957273291
4,360,181,0.4,-4806.73639994433
4,360,181,0.6,-4847.455089538256
4,360,181,0.8,-4886.546238444087
4,360,182,0.2,-4725.042324621885
4,360,182,0.4,-4746.7799428718445
4,360,182,0.6,-4785.971455636514
4,360,182,0.8,-4824.19458488149
