T,Tau,Rel_MSE
96,0.01,2.583597019735436
96,0.06137931034482759,1.9192972855501087
96,0.11275862068965517,3.1943000139328146
96,0.16413793103448276,1.1131064305998022
96,0.21551724137931036,1.130177135057541
96,0.26689655172413795,1.5695343104582506
96,0.3182758620689655,1.5319655272966344
96,0.36965517241379314,1.2278707531224275
96,0.4210344827586207,1.3201061800650433
96,0.4724137931034483,1.456810358998234
96,0.5237931034482759,1.467599133931982
96,0.5751724137931035,1.5251332465556928
96,0.626551724137931,1.3600128920237284
96,0.6779310344827586,1.4147019994669474
96,0.7293103448275863,1.8347934027359796
96,0.7806896551724138,1.9945591733519368
96,0.8320689655172414,1.3092078341976903
96,0.883448275862069,1.0761801733877387
96,0.9348275862068965,1.0647096533413147
96,0.9862068965517242,1.0501552759318813
96,1.0375862068965518,1.435079542184042
96,1.0889655172413792,1.2403247929463
96,1.140344827586207,1.118436160033545
96,1.1917241379310346,1.043031131392216
96,1.243103448275862,1.2318897962770357
96,1.2944827586206897,1.3076931978131558
96,1.3458620689655172,1.052766478562992
96,1.3972413793103449,1.258230027117326
96,1.4486206896551725,0.9917781737905924
96,1.5,1.145128844970168
480,0.01,2.0958090796294524
480,0.06137931034482759,1.0084470108820067
480,0.11275862068965517,0.8109294424772587
480,0.16413793103448276,0.9191899790041884
480,0.21551724137931036,1.2940007602611963
480,0.26689655172413795,0.8089789531527489
480,0.3182758620689655,0.2992215749710438
480,0.36965517241379314,0.9600058729619818
480,0.4210344827586207,1.1952181436392368
480,0.4724137931034483,0.5821409081621745
480,0.5237931034482759,0.8790668540130344
480,0.5751724137931035,0.7901634757699683
480,0.626551724137931,1.362097195770379
480,0.6779310344827586,0.9162311287637217
480,0.7293103448275863,0.4190000706641786
480,0.7806896551724138,0.7993938334868902
480,0.8320689655172414,0.8206834425413867
480,0.883448275862069,1.0281696042726918
480,0.9348275862068965,0.7609207273968362
480,0.9862068965517242,1.209123232832342
480,1.0375862068965518,0.731746988425312
480,1.0889655172413792,0.8110124036445427
480,1.140344827586207,0.6606228743270449
480,1.1917241379310346,0.6090512316687251
480,1.243103448275862,0.9919593583087736
480,1.2944827586206897,0.7428940428154687
480,1.3458620689655172,0.797198717788098
480,1.3972413793103449,1.0790468456292572
480,1.4486206896551725,1.2760799203679658
480,1.5,1.0306962691107329
