True DGP (p0),Sample Size (T),Estimator,Lag Detection Rate (%),Mean Evaluated Lag,Avg Opt Tau,Fail Rate (%),Geom Mean MSE Ratio,5th Percentile,95th Percentile
4,144,SIC (BIC),0.0,1.4,N/A,0.0,1.3630861208707503,0.5856848888792043,3.568513083914315
4,144,HQC,0.0,2.1,N/A,0.0,1.2524540419778782,0.5496032586213404,2.4708760064642354
4,144,OLS BMA (BIC-W),N/A,4.44,N/A,0.0,1.7874827800355213,0.9233335102347833,5.180115049598092
4,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,10.0,1.9716975688933664,0.4912819098573522,6.781911416454099
4,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.2977822035962898,0.43213556334013614,4.473303292165019
4,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.5386919318621592,0.48988077894983273,4.816374539078389
4,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.065166766909522,0.40517258712046683,3.046483978948996
4,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,1.4933014204577277,0.46993369483084246,3.9299688751442137
4,144,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,10.0,1.310097953746337,0.7218307004218043,2.6572822379972676
4,144,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,1.02540742265286,0.3007230545018017,2.325017664971223
4,144,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.7533250901193258,0.5110009138577536,4.214841524038377
4,144,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.6197285347914399,0.784577513533572,4.397136859599604
4,144,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.44,N/A,0.0,1.231324921854001,0.3736505028008873,2.619892974137913
4,144,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.44,N/A,0.0,1.4841757797851782,0.30996243500855686,4.147394657865897
4,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.2977822035962898,0.43213556334013614,4.473303292165019
4,240,AIC,30.0,3.1,N/A,0.0,0.700599482259146,0.3360399586079962,1.2070623185351401
4,240,SIC (BIC),0.0,2.0,N/A,0.0,0.5885244504074909,0.23748494425520889,1.6112082922447757
4,240,HQC,0.0,2.1,N/A,0.0,0.6848171777423596,0.33366448343386873,1.6112082922447757
4,240,OLS BMA (BIC-W),N/A,5.04,N/A,0.0,0.9117189946093103,0.43845927120836337,2.8538337713751423
4,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.0685118603520694,0.5107944621540006,3.5013055512965767
4,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.7713129900041957,0.41163767106083005,1.8933106429864663
4,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.45134257801984895,0.1442082262574831,1.7375135155070116
4,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5956081176226521,0.17382379261390046,2.1427911846733028
4,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.8370972718631424,0.3245935668116298,2.253482508293749
4,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.6131016392344435,0.1172444845276483,2.581899550119147
4,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.5274371517815921,0.20744466430381392,2.5023127336045468
4,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.9080199512950726,0.35868669890731386,2.8891175480645153
4,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5587825278106976,0.16994936441024036,1.6211072437988245
4,240,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.04,N/A,0.0,0.7429143544175942,0.326262269058942,1.3329906362118111
4,240,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.04,N/A,0.0,0.8397937417787822,0.3410478722171498,3.3990636688268445
4,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.7713129900041957,0.41163767106083005,1.8933106429864663
4,480,AIC,80.0,3.8,N/A,0.0,1.0912699313528678,0.8306750352281926,2.3532369971128855
4,480,SIC (BIC),0.0,2.0,N/A,0.0,2.1205765680185937,0.8893671585945956,7.4076638654868745
4,480,HQC,0.0,2.4,N/A,0.0,2.0152206225820892,0.6519884371597582,7.4076638654868745
4,480,OLS BMA (BIC-W),N/A,5.68,N/A,0.0,1.3732941902568208,0.33771916816905634,6.360445912730318
4,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,2.6363915846446666,0.7476270350958457,17.04886839080538
4,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.9204919237091191,0.7637211126198473,5.637279121016991
4,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.70779924042097,0.30498010614887416,9.19223803361883
4,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.3047519066567461,0.13790803350047648,6.686143722472526
4,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,1.3081831370149963,0.18855013037346566,3.699848059314789
4,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.3996139330367927,0.5629877565889223,9.335205597070656
4,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,1.2122117935131609,0.1652736916233666,11.982747428879955
4,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.5041275065834314,0.14052658424823053,9.9225862982525
4,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.4656758963712122,0.3535041452029499,4.933275142919414
4,480,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.68,N/A,0.0,2.099580652161021,0.5610848223337359,17.64155977400352
4,480,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.68,N/A,0.0,1.4349417464315306,0.09029057311808053,10.27691410508581
4,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.9204919237091191,0.7637211126198473,5.637279121016991
6,96,AIC,0.0,11.5,N/A,10.0,1.2294695288398547,0.4074197389409768,3.822271595424146
6,96,SIC (BIC),0.0,1.3,N/A,0.0,1.2483443152052982,0.45758890276647274,4.585187307134817
6,96,HQC,0.0,1.9,N/A,0.0,1.089155960247514,0.40728138039823614,5.195544112122291
6,96,OLS BMA (BIC-W),N/A,4.19,N/A,0.0,0.8929073101963881,0.36536558148320675,2.8747745457012006
6,96,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.3360836787940455,0.49713083073877373,4.955953822769478
6,96,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.1016356823159674,0.40077447548796585,3.4216424561304235
6,96,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.215531209755894,0.6126311836987995,4.139163661106458
6,96,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.8154059013600894,0.21697386534811708,2.845956218454993
6,96,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.7157527002047457,0.289385153156148,1.9856086132047295
6,96,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.9001494655461658,0.4359628903531999,1.7642176261012694
6,96,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.9074263588227236,0.3425578825669475,3.534478929514906
6,96,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.9339147703993309,0.17567461466643705,5.041506419637375
6,96,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.01248535805146,0.4931024358076678,4.0853309922273375
6,96,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.19,N/A,0.0,0.8216736713367083,0.3084748670720494,1.7172826810380677
6,96,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.19,N/A,0.0,1.0388953681128879,0.2771236648142155,3.946566471587491
6,96,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.1016356823159674,0.40077447548796585,3.4216424561304235
6,144,AIC,0.0,3.4,N/A,10.0,1.1812045934241364,0.4696924156449921,6.671560411778758
6,144,SIC (BIC),0.0,1.5,N/A,0.0,0.6887117773912965,0.19479468459940646,6.297349218793928
6,144,HQC,0.0,2.0,N/A,10.0,0.7556588129145396,0.16583224089899576,6.671560411778758
6,144,OLS BMA (BIC-W),N/A,4.52,N/A,0.0,0.9829374110986385,0.2764684776211392,2.909359212979548
6,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.8133899762256278,0.13137715956246773,6.359199728835483
6,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,10.0,0.7118118761289056,0.17175489521841555,5.0010451638285325
6,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.6562066689286353,0.12546051565388522,4.101681984422066
6,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5805306224750499,0.20135080248866308,1.88096069481109
6,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.6889383480303272,0.25731882017725005,4.305486417819481
6,144,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,10.0,0.4657007032212258,0.23537077939521792,1.057583065804974
6,144,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.6073438756129026,0.2724602924993954,2.3885180509334076
6,144,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.2217178975030965,0.3031042592913323,5.553533555211272
6,144,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.48440478048457064,0.23653729460690198,1.7966190611906128
6,144,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.52,N/A,0.0,0.6860960226491649,0.29258509500745095,2.7558511847958913
6,144,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.52,N/A,0.0,0.6760350125323502,0.16227205897675248,5.316004772986693
6,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,10.0,0.7118118761289056,0.17175489521841555,5.0010451638285325
6,240,AIC,30.0,4.2,N/A,0.0,1.0110277453647412,0.1722246802444107,5.705024278684433
6,240,SIC (BIC),0.0,2.0,N/A,0.0,1.0463350696704568,0.21192192825335407,3.9877978884269316
6,240,HQC,0.0,2.1,N/A,0.0,1.1113519623099504,0.21192192825335407,3.9877978884269316
6,240,OLS BMA (BIC-W),N/A,5.12,N/A,0.0,0.7888739623418952,0.2635779606920949,2.903588963418164
6,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.135700366608383,0.27140224927275824,10.199192218847987
6,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.069121309668583,0.39724843010730915,5.766409789176352
6,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.170265221860212,0.21729308136502068,5.118797506707988
6,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,10.0,1.397826283334132,0.6989922823665421,6.713000397665282
6,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.9833440816221122,0.18962372885965154,4.8954638523491445
6,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.8267314153652527,0.23493822190998423,4.977829396405392
6,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.6644654936822503,0.21783033383973247,2.691296179246023
6,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.3988970266111678,0.4614286868546838,8.388757462168023
6,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.0230850920682355,0.15900207789388193,7.587278838204751
6,240,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.12,N/A,0.0,0.9443022534867166,0.08635724738586949,6.6605892549172605
6,240,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.12,N/A,0.0,0.8166140424230766,0.2094108438484488,5.264522016677688
6,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.069121309668583,0.39724843010730915,5.766409789176352
6,480,AIC,80.0,5.8,N/A,0.0,0.6880550212250525,0.15359794210305422,0.9999999999999999
6,480,SIC (BIC),0.0,2.1,N/A,0.0,0.7617805754307924,0.14100776088006653,4.367620442468011
6,480,HQC,0.0,2.5,N/A,0.0,0.6345258568887601,0.14100776088006653,4.329781972668477
6,480,OLS BMA (BIC-W),N/A,5.77,N/A,0.0,1.1489697847333433,0.2649029576400408,5.370996608600695
6,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.8072807665355142,0.9409266106348994,6.280196608078285
6,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,10.0,1.4394659608133034,0.5959532628697284,4.135508130728351
6,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,1.3768387381972098,0.5082988053745049,5.401829076902855
6,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,1.1096213043149283,0.3268006882439971,4.083855882731491
6,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,1.0763203191615414,0.24468513829589883,6.759897929068043
6,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.0712526888327463,0.17181846615006358,6.0877062142198834
6,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,10.0,1.4660661958181957,0.5235516134772137,4.845569941393524
6,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.331274763349389,0.23686331888205653,9.238331077995891
6,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,20.0,1.5098462068938143,0.25670492178048737,7.307430743545713
6,480,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.77,N/A,0.0,0.9244863509720118,0.2581324272402246,8.717250297078056
6,480,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.77,N/A,0.0,1.5197702392309214,0.49456104429153275,6.727916647600547
6,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,10.0,1.4394659608133034,0.5959532628697284,4.135508130728351
8,96,AIC,0.0,12.0,N/A,0.0,1.8128359573313482,1.1034596767390839,3.3506195433893957
8,96,SIC (BIC),0.0,1.4,N/A,10.0,1.2980285581927746,0.4928930563356102,3.480592749964099
8,96,HQC,0.0,3.0,N/A,10.0,1.2867344167271884,0.455143181747901,3.7145310467875734
8,96,OLS BMA (BIC-W),N/A,4.34,N/A,10.0,1.1132514340187254,0.40598072308500543,2.40733744623487
8,96,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,10.0,0.9238456372917655,0.3617007243172341,2.7268954530869873
8,96,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,10.0,0.801707006433036,0.3215825037163026,1.835603326102129
8,96,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,10.0,0.7616978530696518,0.22968455379819525,1.8948106225289563
8,96,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,20.0,0.7780487866521082,0.4862053817467259,1.4650118359830937
8,96,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.9026139259012641,0.39921219347763254,1.8748124494550211
8,96,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.8799048190969231,0.434826093236553,1.5784255046565467
8,96,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.7747768510256405,0.4637773849043121,1.373700477990049
8,96,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.108713491964043,0.573822177733894,1.9577061748693905
8,96,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,10.0,0.9110693926340412,0.47399361117801336,1.6644679283820258
8,96,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.34,N/A,0.0,1.170110104690561,0.4547042005830231,2.7542690051592715
8,96,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.34,N/A,0.0,1.0955309765066092,0.6805407324564697,2.101149032581309
8,96,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,10.0,0.801707006433036,0.3215825037163026,1.835603326102129
8,144,AIC,50.0,7.6,N/A,10.0,0.6715916812609151,0.1795941143528468,2.1304037524370067
8,144,SIC (BIC),0.0,1.5,N/A,0.0,1.332708043390957,0.5631183562484868,3.577103448698902
8,144,HQC,0.0,2.0,N/A,10.0,0.7550014662198479,0.08995755633688494,3.9411780604484132
8,144,OLS BMA (BIC-W),N/A,4.68,N/A,0.0,0.8409558720839306,0.22964016949722094,3.666883816592371
8,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,10.0,0.6304282866342821,0.16023635195543098,3.3013150541902943
8,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.5738270601151482,0.1466553187676536,1.4686144872610267
8,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.7149678035474003,0.3029818854476961,2.4447283137417024
8,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.48966053549884514,0.13306642200859992,2.130081890084209
8,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.8329700473468278,0.3533967654991882,3.5655139881021167
8,144,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.49906792322016735,0.24693883893036517,1.3606937156155658
8,144,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.6829797617725084,0.22065311007222121,2.0610569548847555
8,144,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.9087116748835413,0.4107858093718826,1.728128754498914
8,144,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.44561907390136457,0.18100392734939524,0.9142453319194888
8,144,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.68,N/A,0.0,1.0723133651784567,0.3399298699120006,5.114807667974051
8,144,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.68,N/A,0.0,0.902554797979481,0.33895603760057313,2.2309957104350584
8,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.5738270601151482,0.1466553187676536,1.4686144872610267
8,240,AIC,50.0,6.5,N/A,0.0,1.1773246153279797,0.6015938871304727,4.923389621797007
8,240,SIC (BIC),0.0,1.9,N/A,0.0,1.3716846013899022,0.33388204885920303,7.075479828006614
8,240,HQC,0.0,2.0,N/A,0.0,1.4156989252474803,0.33388204885920303,7.075479828006614
8,240,OLS BMA (BIC-W),N/A,5.21,N/A,0.0,1.0952694152300004,0.32806451365619393,6.104555830015082
8,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,10.0,0.8428048229029351,0.16392826574829686,4.177684283114164
8,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.7774871988238502,0.08219252259226445,4.305580874598021
8,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.8445689993200574,0.22785625758189218,3.5156593767646807
8,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.4868383386453242,0.08155371622853662,3.5664308131144207
8,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.706460461795971,0.23841974822140288,3.289594156382321
8,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,10.0,0.7854179671714875,0.11819903040944339,5.2786468668716395
8,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,10.0,0.8131173984399205,0.18897367732341544,3.3874025481978203
8,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,10.0,1.009036217131489,0.2003359204992834,4.159650120912883
8,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5550492483532851,0.14234557039386947,4.21014990527912
8,240,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.21,N/A,0.0,1.0061568901718587,0.14524210145218927,6.797569630460352
8,240,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.21,N/A,0.0,0.7416244883805477,0.2691918074718688,4.54376302553903
8,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.7774871988238502,0.08219252259226445,4.305580874598021
8,480,AIC,100.0,8.0,N/A,0.0,0.9999999999999999,0.9999999999999997,1.0
8,480,SIC (BIC),0.0,2.0,N/A,0.0,0.9140759132861085,0.2054943452050128,3.373764694711675
8,480,HQC,0.0,2.1,N/A,0.0,0.826369433020517,0.2054943452050128,2.8415756233560305
8,480,OLS BMA (BIC-W),N/A,5.86,N/A,0.0,0.7395531769306,0.26027848904939305,1.9208196732189773
8,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.8084705808359373,0.1773198058126224,5.490977639039829
8,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.478990894505941,0.15667962700919608,3.038181332700459
8,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.5459701413775029,0.13420880982362604,2.1300984070792905
8,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5300723816448366,0.1442433780341929,1.2669619596374075
8,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.49589591274551814,0.17659527648680845,1.5360223015288819
8,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.4116910369965374,0.10839559882911164,1.8245116479902623
8,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.3295572383438607,0.09296740172700875,0.9192313437299453
8,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,10.0,0.7243793895191938,0.2974320489205851,2.364664666881213
8,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.5491473290127452,0.15182217544533183,2.2649368841467687
8,480,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.86,N/A,0.0,0.526851799006332,0.10733729202486605,1.6625867294176118
8,480,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.86,N/A,0.0,0.7551391715766815,0.2868035145234749,2.3367292607128083
8,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.245,0.0,0.6548581733958149,0.1586726357205451,3.2691691303081316
10,96,AIC,0.0,10.2,N/A,0.0,1.1791945516164588,0.5998901212823121,2.683570194745587
10,96,SIC (BIC),0.0,1.2,N/A,0.0,0.812654405277081,0.3239653448731664,4.944682618543522
10,96,HQC,0.0,1.7,N/A,0.0,0.6035901605804225,0.21842741826843806,1.6780918655825694
10,96,OLS BMA (BIC-W),N/A,4.3,N/A,0.0,0.6170224744163716,0.18153872167787344,6.967733563566462
10,96,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.9512590379903865,0.39552189862637516,3.606729610575082
10,96,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.4723193027930286,0.0888354549214164,2.0579966657114612
10,96,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.7946516558053335,0.19484479110246564,3.8050299645873946
10,96,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,10.0,0.4635077872442919,0.13532648138787956,1.2108733943796952
10,96,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.5786317829577097,0.2456562669897186,3.243579805648813
10,96,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.6210690490398263,0.15535353010025763,2.364028678822111
10,96,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.592981301669537,0.19305082760550796,2.7672756164875763
10,96,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.1048657995003899,0.3515341269111527,2.858830304160755
10,96,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.568782393277341,0.108189524701544,1.592382956777296
10,96,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.3,N/A,0.0,0.6980639643788207,0.33776185337727777,1.2375653296764388
10,96,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.3,N/A,0.0,0.5375291177616663,0.16552070824433943,4.553682609162892
10,96,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.4723193027930286,0.0888354549214164,2.0579966657114612
10,144,AIC,0.0,5.0,N/A,10.0,0.55590126214832,0.15715110484905842,1.7228568973398992
10,144,SIC (BIC),0.0,1.5,N/A,0.0,0.824025639137485,0.20067240633473127,3.524153025956772
10,144,HQC,0.0,2.0,N/A,0.0,0.7932595156280636,0.20067240633473127,3.393961497806819
10,144,OLS BMA (BIC-W),N/A,4.58,N/A,0.0,1.0496622259382868,0.39168376788560055,2.5714362938970683
10,144,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,0.6543911935431328,0.12441223008961443,3.855700318985213
10,144,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.4775529229082964,0.24079489503604098,1.0369796968479792
10,144,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.48740482292841136,0.13715399906934175,2.689496396757311
