True DGP (p0),Sample Size (T),Estimator,p=1,p=2,p=3,p=4,p=5,p=6,p=7,p=8,p=9,p=10,p=11,p=12
4,96,OLS-BMA,0.7574808395605751,0.24251916043942479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,96,OLS-Geom-BMA,0.7758796416321762,0.22412035836782376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,96,Joint-BMA,0.006740841594723574,0.11147986863841788,0.12639374626448802,0.08613960351580649,0.07112696746466955,0.062458518276508036,0.06454120757057184,0.0648629265671206,0.07569058090823948,0.09055874174089866,0.11011993899930612,0.12988705845924978
4,96,Geom-BMA,0.04333865070738633,0.3508250904402763,0.27400737854289514,0.13526667846735882,0.07801677198928958,0.04382278063645914,0.028199241628742835,0.017883339764170746,0.012648504165193903,0.008379355968826845,0.005003734498681855,0.0026084731907184983
4,144,OLS-BMA,0.5947049328095936,0.4052950671904064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,144,OLS-Geom-BMA,0.6243537551598887,0.3756462448401114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,144,Joint-BMA,0.0010777371417771272,0.20128844258412804,0.2259215192182965,0.13285088712540744,0.09620372265263864,0.0723606728273801,0.05611495143880521,0.042790271352807524,0.04080452324005115,0.04162980852264339,0.04478223388831297,0.04417523000775197
4,144,Geom-BMA,0.011285429352591834,0.4271067087302929,0.3171548886448249,0.13090302491842198,0.05990191963747058,0.027696020001322704,0.014194269108922424,0.006311218123504681,0.0029955812087619133,0.0016080334952220912,0.0006633092288929363,0.00017959754977111658
4,240,OLS-BMA,0.03922182139384575,0.9607781786061541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-Geom-BMA,0.046970089720804575,0.9530299102791955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,Joint-BMA,0.0,0.12917560858809884,0.28466512091166296,0.230055784394118,0.14045753987069468,0.07777027364508596,0.04528992706812872,0.028103873039436178,0.01981650814320716,0.01766372257704898,0.015358027084156718,0.011643614678361763
