True DGP (p0),Sample Size (T),Estimator,Lag Detection Rate (%),Mean Evaluated Lag,Avg Opt Tau,Fail Rate (%),Geom Mean MSE Ratio,5th Percentile,95th Percentile
4,96,AIC,0.0,7.0,N/A,0.0,1.279669852308558,0.7233706331472276,2.5277118379800565
4,96,AICc,0.0,1.0,N/A,0.0,1.21568737505342,0.7978113969213533,1.9500196993782868
4,96,SIC (BIC),0.0,1.0,N/A,0.0,1.21568737505342,0.7978113969213533,1.9500196993782868
4,96,HQC,0.0,2.0,N/A,0.0,0.4862752995513562,0.39166018794160884,0.6109468620925724
4,96,OLS BMA (BIC-W),N/A,3.99,N/A,0.0,1.3109633910752017,1.1662525788105738,1.4785337073370015
4,96,BVAR-WN (Std tau=0.20),N/A,12.0,N/A,0.0,0.609119529703996,0.5718290525722902,0.6494598482390034
4,96,BVAR-RW (Tight tau=0.05),N/A,12.0,N/A,0.0,52.31554404318676,46.28025512465139,59.35447236314814
4,96,BVAR-RW (Std tau=0.20),N/A,12.0,N/A,0.0,1.4045861281910557,0.7953626132770651,2.7670991941715335
4,96,BVAR-RW (Loose tau=0.50),N/A,12.0,N/A,0.0,1.1378393290518796,0.8364877949462726,1.5872717483434668
4,96,"Hybrid-BVAR (OLS p, Fix tau)",0.0,1.0,N/A,0.0,0.7999717176494712,0.4866012207451815,1.4201905405304833
4,96,"Hybrid-BMA (OLS W, Fix tau)",N/A,3.99,N/A,0.0,0.2948584953869976,0.2075714731706797,0.4332382615230447
4,96,"SOTA-BVAR (MDD p, Opt tau)",0.0,12.0,0.0209,0.0,2.3490142157242713,2.170661355786705,2.5458238555965673
4,96,"SOTA-BMA (MDD W, Opt tau)",N/A,12.0,0.0209,0.0,2.0483294914856023,1.4741210843323738,2.9305950020740044
4,144,AIC,0.0,3.0,N/A,0.0,1.242213959216107,0.638408993128248,2.877704528920271
4,144,AICc,0.0,1.0,N/A,0.0,1.413358332846019,1.321071478523941,1.5137399193082322
4,144,SIC (BIC),0.0,1.5,N/A,0.0,1.173334237465722,1.0636180735912346,1.2973808550651518
4,144,HQC,0.0,2.0,N/A,0.0,1.16069722117673,1.0622143844522263,1.2707107614239914
4,144,OLS BMA (BIC-W),N/A,4.48,N/A,0.0,0.29686215778629127,0.20954077060115683,0.43476946529325455
4,144,BVAR-WN (Std tau=0.20),N/A,12.0,N/A,0.0,0.6766604374036133,0.3067484375658038,2.1239478245209766
4,144,BVAR-RW (Tight tau=0.05),N/A,12.0,N/A,0.0,19.409702674076307,13.393913751448403,29.224694327896
4,144,BVAR-RW (Std tau=0.20),N/A,12.0,N/A,0.0,0.7515511810663211,0.3391374168090922,2.3995989098959276
