p0,T,iter,Opt_Tau
4,144,21,1.3776394864096049
4,144,22,1.0672121113610724
4,144,23,1.6592769451403362
4,144,24,1.9285137510555996
4,144,25,1.7871489861709084
4,144,26,1.439632225886407
4,144,27,1.9999951555668873
4,144,28,1.6621102515324522
4,144,29,1.8696070936821334
4,144,30,1.5305440770545953
4,144,31,1.7474739312829728
4,144,32,1.8962566799426004
4,144,33,1.7256506538314955
4,144,34,1.8439343551757756
4,144,35,1.4773840097987543
4,144,36,1.3939986866097807
4,144,37,1.706338086047236
4,144,38,1.983308272164201
4,144,39,1.9999965054925064
4,144,40,1.7255145149414377
4,144,41,1.2589944491389329
4,144,42,1.7880217220910588
4,144,43,1.9999958974892935
4,144,44,1.1461989303961806
4,144,45,1.9369170155632907
4,144,46,1.6965241612070725
4,144,47,1.3983693890450408
4,144,48,1.6228077436107036
4,144,49,1.9035434824751472
4,240,0,1.9999963362858821
4,240,1,1.9999945569997448
4,240,2,1.9999939554139026
4,240,3,1.9999946487489553
4,240,4,1.9999940925907362
4,240,5,1.999995403110509
4,240,6,1.9999939360337975
4,240,7,1.9999937870964137
4,240,8,1.8294135102511024
4,240,9,1.9999945319296293
4,240,10,1.999994818841779
4,240,11,1.915364231354556
4,240,12,1.999994129890012
4,240,13,1.9457259148316504
4,240,14,1.999996607731041
4,240,15,1.9139999582826057
4,240,16,1.8472429566113064
4,240,17,1.9999947535218032
4,240,18,1.9999939099831794
4,240,19,1.9999938554506482
4,240,20,1.922340230017921
4,240,21,1.9999955147916284
4,240,22,1.7944581085496434
4,240,23,1.999994244487795
4,240,24,1.5461252923245519
4,240,25,1.7043121097428884
4,240,26,1.9999953745283747
4,240,27,1.9999939601972962
4,240,28,1.7628930848823094
4,240,29,1.901991615777193
4,240,30,1.9537139470077731
4,240,31,1.9999940245362777
4,240,32,1.7854591130770625
4,240,33,1.9842442251031065
4,240,34,1.9999939448618202
4,240,35,1.552223547827581
4,240,36,1.999996471482806
4,240,37,1.9999957076812098
4,240,38,1.9999965073265682
4,240,39,1.9225033072528033
4,240,40,1.9999959922814028
4,240,41,1.9999950180976092
4,240,42,1.9999945779191148
4,240,43,1.7807624876675365
4,240,44,1.8573393360224877
4,240,45,1.7328507312058816
4,240,46,1.9999944930897942
4,240,47,1.937026987473412
4,240,48,1.9305127994297764
4,240,49,1.7514431470608838
4,480,0,1.9999939350609004
4,480,1,1.999993721110684
4,480,2,1.5463782420096903
4,480,3,1.8256533683153768
4,480,4,1.999993934762366
4,480,5,1.9999964555572038
4,480,6,1.8853950287506167
4,480,7,1.9534187434500154
4,480,8,1.9999960119251359
4,480,9,1.9999949124368706
4,480,10,1.9999936087952979
4,480,11,1.9999946725075781
4,480,12,1.99999476949222
4,480,13,1.9999936405481462
4,480,14,1.9999937386071858
4,480,15,1.788020890901813
4,480,16,1.9999955798035596
4,480,17,1.9999938881365082
4,480,18,1.8946796100168235
4,480,19,1.999993587359196
4,480,20,1.9999938515701507
4,480,21,1.9999952904309588
4,480,22,1.9999937312898313
4,480,23,1.999993547543854
4,480,24,1.9999943181213806
4,480,25,1.9999951278686003
4,480,26,1.9999940239133605
4,480,27,1.999994108510148
4,480,28,1.9999939372051743
4,480,29,1.9999937219580266
4,480,30,1.981121511028175
4,480,31,1.9999956144191688
4,480,32,1.999994465007821
4,480,33,1.999994147845805
4,480,34,1.9999939472226889
4,480,35,1.9046890628571058
4,480,36,1.9999944318078748
4,480,37,1.9999939631888684
4,480,38,1.99999531539469
4,480,39,1.9999961735076588
4,480,40,1.9999943125737525
4,480,41,1.9177624110613822
4,480,42,1.9999939674382294
4,480,43,1.9999936529913669
4,480,44,1.9999937594404575
4,480,45,1.9999936025708696
4,480,46,1.9999938906658317
4,480,47,1.9999939048816628
4,480,48,1.9999932826975164
4,480,49,1.9999934755197903
6,96,0,1.5629941603241773
6,96,1,1.7585717414207673
6,96,2,1.690991158584549
6,96,3,1.2949957049354102
6,96,4,0.9673480147763739
6,96,5,1.3450700131772828
6,96,6,1.2718927722446134
6,96,7,1.3594081068582744
6,96,8,1.4072457702195094
6,96,9,1.2328433914903598
6,96,10,1.3396703439098328
6,96,11,1.469837205337044
6,96,12,1.1006243107025477
6,96,13,1.441435308934254
6,96,14,1.631707709678114
6,96,15,1.999994242666884
6,96,16,1.9999935268076627
6,96,17,1.140859162342792
6,96,18,1.1883516750902121
6,96,19,1.1454859043554413
6,96,20,1.6039729421206255
6,96,21,1.5493043391797594
6,96,22,1.6602895489605414
6,96,23,0.9489803553202768
6,96,24,0.8547153122752823
6,96,25,1.4164661781593189
6,96,26,1.6759103061818583
6,96,27,1.8389702762374869
6,96,28,1.9531194572709627
6,96,29,1.4116390343179677
6,96,30,1.114396543176089
6,96,31,1.0437104285138339
6,96,32,0.942995860881126
6,96,33,1.326713515334723
6,96,34,1.0459813293441218
6,96,35,1.2900047998555852
6,96,36,0.9947762586394864
6,96,37,1.1871857097398886
6,96,38,1.0535285901072875
6,96,39,0.9180326287723349
6,96,40,1.3048943663949066
6,96,41,1.5302062477278662
6,96,42,1.0642750836624775
6,96,43,1.5108570800430432
6,96,44,0.992759010304428
6,96,45,1.4908127585571005
6,96,46,1.4661406474223635
6,96,47,0.9809358710233606
6,96,48,1.2417757767793824
6,96,49,1.3613307900747882
6,144,0,1.9999934444181393
6,144,1,1.174679858434118
6,144,2,1.390202061195255
6,144,3,1.5609436447576368
6,144,4,1.1875490420070738
6,144,5,1.4681844199354286
6,144,6,1.7906904424070513
6,144,7,1.4691918090826617
6,144,8,1.5140492056117618
6,144,9,1.462634822596589
6,144,10,1.5404179376583051
6,144,11,1.5958820447743172
6,144,12,1.6683635150454121
6,144,13,1.2721498042915407
6,144,14,1.4473155472788957
6,144,15,1.5767696999673808
6,144,16,1.5411204466772015
6,144,17,1.9999963250609907
6,144,18,1.2355370297417545
6,144,19,1.232587700282941
6,144,20,1.108572078022075
6,144,21,1.0599697291015269
6,144,22,1.609041976093784
6,144,23,1.9689609968044646
6,144,24,1.7941040169882219
6,144,25,1.4745841773941974
6,144,26,1.479993959871005
6,144,27,1.4624565282841522
6,144,28,1.9999965742514538
6,144,29,1.718981680816468
6,144,30,1.599831033631924
6,144,31,1.3425687635154502
6,144,32,1.99999452419447
6,144,33,1.4011851703185902
6,144,34,1.985305450224177
6,144,35,0.9490769304458597
6,144,36,1.6941706567531383
6,144,37,1.8575749727838315
6,144,38,1.5011910162639392
6,144,39,1.1254412245296637
6,144,40,1.482368209015715
6,144,41,1.4068337495027026
6,144,42,1.3547958820983468
6,144,43,1.9510630430963973
6,144,44,1.313015501990786
6,144,45,0.82353487612172
6,144,46,1.9166579970806503
6,144,47,1.999994162728193
6,144,48,1.1237586117069105
6,144,49,1.5769335996005116
6,240,0,1.7617110447859423
6,240,1,1.5486299999823703
6,240,2,1.998540187750695
6,240,3,1.9999956073209975
6,240,4,1.9999938257995844
6,240,5,1.7079071878778376
6,240,6,1.7636338247508945
6,240,7,1.7527120139612982
6,240,8,1.9801581749009292
6,240,9,1.9999966288813626
6,240,10,1.8043881582366044
6,240,11,1.9999938928822427
6,240,12,1.999994646844332
6,240,13,1.850596792730316
6,240,14,1.3986244114039132
6,240,15,1.999993873049582
6,240,16,1.6226667857300656
6,240,17,1.9646010924327542
6,240,18,1.9999942064731273
6,240,19,1.9999946108500901
6,240,20,1.1412063047484595
6,240,21,1.9999965281144612
6,240,22,1.9999937803207934
6,240,23,1.9999938866413949
6,240,24,1.8644010109819018
6,240,25,1.9999944809103352
6,240,26,1.9999938958731835
6,240,27,1.5058651527276874
6,240,28,1.5859343228096527
6,240,29,1.9999940017308309
6,240,30,1.6993235555578285
6,240,31,1.9999939057211429
6,240,32,1.5731525389990064
6,240,33,1.905665732028204
6,240,34,1.9999951119753385
6,240,35,1.9745789318356954
6,240,36,1.9999957602472622
6,240,37,1.0265199553589135
6,240,38,1.9999944322227459
6,240,39,1.6658619192069446
6,240,40,1.5337691628692205
6,240,41,1.9561890248800606
6,240,42,1.9999941077325285
6,240,43,1.8108952618786922
6,240,44,1.9999942411884244
6,240,45,1.984739781624322
6,240,46,1.9999948108551446
6,240,47,1.9399599212823588
6,240,48,1.6242684204530358
6,240,49,1.9626634123415263
6,480,0,1.9791711788037119
6,480,1,1.978099918338591
6,480,2,1.855898825485232
6,480,3,1.8085822886523324
6,480,4,1.9999935920313694
6,480,5,1.9999951578229203
6,480,6,1.7115591692564245
6,480,7,1.9999955909750715
6,480,8,1.9999948154412412
6,480,9,1.146552740711436
6,480,10,1.70835764634136
6,480,11,1.9999946487778562
6,480,12,1.999995175731305
6,480,13,1.6278990672276408
6,480,14,1.2029180609268613
6,480,15,1.5746821228832162
6,480,16,1.9999935000089168
6,480,17,1.9999941903048406
6,480,18,1.7481098256884293
6,480,19,1.9707702386238837
6,480,20,1.9999936885866003
6,480,21,1.999993846009977
6,480,22,1.999993682344228
6,480,23,1.9999953856231396
6,480,24,1.9999942543384421
6,480,25,1.9999936994605985
6,480,26,1.9999935739083172
6,480,27,1.999994623276779
6,480,28,1.9999941479931156
6,480,29,1.9999942870956222
6,480,30,1.6793861815084699
6,480,31,1.9999940012548572
6,480,32,1.758087726028846
6,480,33,1.9999938866700395
6,480,34,1.9999936258807751
6,480,35,1.9999949176752623
6,480,36,1.9999939530988777
6,480,37,1.9999947578795727
6,480,38,1.587403404994123
6,480,39,1.9999946598426062
6,480,40,1.9999937460632247
6,480,41,1.9999935663707487
6,480,42,1.9785159502913912
6,480,43,1.999994266673417
6,480,44,1.8184035709402204
6,480,45,1.9999939794392037
6,480,46,1.9170747868985503
6,480,47,1.5358403901215083
6,480,48,1.9347212560747509
6,480,49,1.7272035808226665
8,96,0,0.9381961326383939
8,96,1,1.4016576463686654
8,96,2,1.1750810269742444
8,96,3,1.301860612464734
8,96,4,1.0818394800428812
8,96,5,1.297055290374279
8,96,6,1.0842228022767355
8,96,7,1.359293119827364
8,96,8,1.4184985721118717
8,96,9,0.8735371400157226
8,96,10,0.8963506845037332
8,96,11,1.242843531860923
8,96,12,1.3598177984748563
8,96,13,0.8509774039245943
8,96,14,1.4672527709820753
8,96,15,1.2263442670709463
8,96,16,1.092436281190271
8,96,17,1.4033590933470121
8,96,18,1.3057566085808179
8,96,19,1.220686131157499
8,96,20,0.9434358299176773
8,96,21,0.9501176531391563
8,96,22,1.0836564738512453
8,96,23,1.4460535052092272
8,96,24,1.4683147887047596
8,96,25,1.4300648703559795
8,96,26,1.1432912025504016
8,96,27,1.395799817272318
8,96,28,1.2189177268754554
8,96,29,0.9428784512635929
8,96,30,1.0933534503515985
8,96,31,0.8373226305217589
8,96,32,1.0734569742054454
8,96,33,1.2628322971489723
8,96,34,1.1402343881419152
8,96,35,1.1069539486656013
8,96,36,1.6178536416392821
8,96,37,1.6721847913606278
8,96,38,1.436373977455265
8,96,39,1.1045831950538398
8,96,40,1.5489865479195895
8,96,41,0.9965364360011355
8,96,42,0.8521985000628366
8,96,43,0.9628268203680054
8,96,44,1.5834146721208902
8,96,45,1.0721392278578759
8,96,46,1.849215424072989
8,96,47,1.2476134785620823
8,96,48,1.475159165637187
8,96,49,1.3679537616034882
8,144,0,1.9999958886428695
8,144,1,1.7835123623128484
8,144,2,1.264377970230831
8,144,3,0.9956858007775758
8,144,4,1.900009544305611
8,144,5,1.7404695770178569
8,144,6,1.770047651472469
8,144,7,1.2600898182075355
8,144,8,1.0794337075691873
8,144,9,1.0437837595426072
8,144,10,1.5362037052183013
8,144,11,1.7507394114801902
8,144,12,1.8413698562677958
8,144,13,1.1276955580598718
8,144,14,1.9999934827031012
8,144,15,1.8362125026925873
8,144,16,1.3142780178482025
8,144,17,1.9999939173265304
8,144,18,1.7345410664691694
8,144,19,1.9999934251736728
8,144,20,1.2294528100880895
8,144,21,1.2996524480940133
8,144,22,1.9578467877996861
8,144,23,1.2426647961497166
8,144,24,1.6086483034282217
8,144,25,1.8306004214659874
8,144,26,1.3635897618119432
8,144,27,1.5354864112243203
8,144,28,1.817238956168241
8,144,29,1.612321127529776
8,144,30,1.2431692321708734
8,144,31,1.8320255318338732
8,144,32,1.4747084486432622
8,144,33,1.8226427640830092
8,144,34,0.9440409156178005
8,144,35,1.6781531192836916
8,144,36,1.6843828229350093
8,144,37,1.7401664640506835
8,144,38,1.840703178650681
8,144,39,1.49624217164439
8,144,40,1.66034344630325
8,144,41,1.8143818597943482
8,144,42,1.8001056827981132
8,144,43,1.4547420691926658
8,144,44,1.5710957532056642
8,144,45,1.5277037744330655
8,144,46,1.4613666020714553
8,144,47,1.2671887138283502
8,144,48,1.7166443361807775
8,144,49,1.3810648492665758
8,240,0,1.9677536859766398
8,240,1,1.9246643259019325
8,240,2,1.6463017147680152
8,240,3,1.8855181575583122
8,240,4,1.8604181549169563
8,240,5,1.4479947404869116
8,240,6,1.6246883350705827
8,240,7,1.9999963974905706
8,240,8,1.9999950942547735
8,240,9,1.9999956120455558
8,240,10,1.6062823557105819
8,240,11,1.9999940399043745
8,240,12,1.9999941629799591
8,240,13,1.999993836216887
8,240,14,1.7879595255043688
8,240,15,1.999993702960309
8,240,16,1.7793889839282544
8,240,17,1.9999933333736102
8,240,18,1.6723409111637175
8,240,19,1.9999934828688568
8,240,20,1.999993854769815
8,240,21,1.75642401422005
8,240,22,1.9070472619476455
8,240,23,1.03480954843196
8,240,24,1.8290927122418408
8,240,25,1.9999942336149248
8,240,26,1.7066587298670541
8,240,27,1.7613283993328959
8,240,28,1.764806743950392
8,240,29,1.1330306510732713
8,240,30,1.787373116350366
8,240,31,1.3832201052594124
8,240,32,1.3475170492834656
8,240,33,1.6108413743639216
8,240,34,1.7006347073022239
8,240,35,1.9142909481103294
8,240,36,1.960010548658195
8,240,37,1.6918287579543925
8,240,38,1.9870002774186593
8,240,39,1.5490997195241358
8,240,40,1.2467063196176125
8,240,41,1.795641306914913
8,240,42,1.6563975618154891
8,240,43,1.534604220287044
8,240,44,1.8803790637115387
8,240,45,1.9999943256165016
8,240,46,1.515673481402637
8,240,47,1.6282583478692116
8,240,48,1.5759886549677302
8,240,49,1.4197661160492387
8,480,0,1.7325430898681415
8,480,1,1.9999949541311406
8,480,2,1.1092498004437163
8,480,3,1.4865409788973103
8,480,4,1.3853801797633845
8,480,5,1.9999945377644792
8,480,6,1.4018233348759905
8,480,7,1.9999945378525636
8,480,8,1.9999936084219556
8,480,9,1.9859698570221427
8,480,10,1.1987270829407057
8,480,11,1.5613432117738273
8,480,12,1.3275432141960437
8,480,13,1.9999935574672885
8,480,14,1.9999942468686882
8,480,15,1.9999938699333901
8,480,16,1.6359300755651522
8,480,17,1.7841123208518719
8,480,18,1.0565105902680525
8,480,19,1.8787228449522058
8,480,20,1.7352193727124654
8,480,21,1.7940963748842134
8,480,22,1.273740010714792
8,480,23,1.2095249981511491
8,480,24,1.1766664861997478
8,480,25,1.2386996218504773
8,480,26,1.999993565800367
8,480,27,1.6410457721024725
8,480,28,1.9015009076587406
8,480,29,1.9658446621104588
8,480,30,1.8610225800407505
8,480,31,1.6212267452345397
8,480,32,1.2002278197093585
8,480,33,1.2616988376674638
8,480,34,1.3004204995539663
8,480,35,1.7386253964653073
8,480,36,1.0624081084533892
8,480,37,1.363769392757433
8,480,38,1.8924794886606353
8,480,39,1.999993672774505
8,480,40,1.9999945667471737
8,480,41,1.360082585472738
8,480,42,1.999994322240792
8,480,43,1.3506753262155184
8,480,44,1.2582388400735816
8,480,45,1.436668037595537
8,480,46,1.9999937667272765
8,480,47,1.5013169429098103
8,480,48,1.9999938981225556
8,480,49,1.295185548248977
10,96,0,1.2514360043007895
10,96,1,1.9410489799524466
10,96,2,0.8720252650429162
10,96,3,0.8494736339269929
10,96,4,1.0209721054095242
10,96,5,0.8268475062036224
10,96,6,1.1484629752158761
10,96,7,0.9631374927781372
10,96,8,1.2282372901165712
10,96,9,1.2601511819057645
10,96,10,1.2430321875908403
10,96,11,1.380585418538942
10,96,12,1.4346371590931093
10,96,13,1.8356039583075292
10,96,14,1.2209994033345564
10,96,15,1.0762861964144896
10,96,16,1.4352651635588192
10,96,17,0.8962268247736859
10,96,18,1.4202898352104993
10,96,19,1.5080107357393402
10,96,20,1.065886358523995
10,96,21,1.429349645850592
10,96,22,1.735138680998153
10,96,23,1.1469906290516898
10,96,24,1.47588543686056
10,96,25,0.8844401071359754
10,96,26,1.0276673211934875
10,96,27,1.2345599745697593
10,96,28,1.3981934489674535
10,96,29,1.2771067974367174
10,96,30,1.6404302729680322
10,96,31,1.0472761962078732
10,96,32,1.7625437629880114
10,96,33,1.0062084101192752
10,96,34,0.9838180268417653
10,96,35,1.4377980243128208
10,96,36,0.8421247254220703
10,96,37,1.3125838270104246
10,96,38,1.306588173392564
10,96,39,1.3736208930656206
10,96,40,1.391253181783247
10,96,41,1.443653634707516
10,96,42,1.616436168456122
10,96,43,1.325954588677109
10,96,44,1.470554792669653
10,96,45,1.8318773417548908
10,96,46,1.1716492638536748
10,96,47,0.9751901890954888
10,96,48,1.755005469970489
10,96,49,1.969791167355814
10,144,0,1.2745631215028115
10,144,1,1.284606897633813
10,144,2,1.0397381463059063
10,144,3,1.429969004314919
10,144,4,1.6421960846403267
10,144,5,1.8492836725433068
10,144,6,1.9292593083960021
10,144,7,1.8107600660318024
10,144,8,1.5086166501239997
10,144,9,1.9999941806720931
10,144,10,1.1370539262588417
10,144,11,1.999993278238109
10,144,12,1.6738557572850354
10,144,13,1.3421619732029133
10,144,14,1.407977490515117
10,144,15,1.9468296484827707
10,144,16,1.5463004359990336
10,144,17,1.3292515511190588
10,144,18,1.0467837515738794
10,144,19,1.23037959853406
10,144,20,1.99999544171756
10,144,21,1.3892317598823152
10,144,22,1.554546906010005
10,144,23,1.9985670782051643
10,144,24,1.7646832173880371
10,144,25,1.569578404963993
10,144,26,1.9358663267229068
10,144,27,1.8168511443152755
10,144,28,1.514775220172067
10,144,29,1.597170874609657
10,144,30,1.9999944526414697
10,144,31,1.6847443784735967
10,144,32,1.3862819983853745
10,144,33,1.480954536709575
10,144,34,1.2731013057195577
10,144,35,1.951618008180938
10,144,36,1.7779676377125673
10,144,37,1.8555494536782833
10,144,38,1.3732469396129214
10,144,39,1.5100077642087428
10,144,40,1.6592302676326427
10,144,41,0.7850518847341837
10,144,42,1.665204949057168
10,144,43,1.6188303529956147
10,144,44,1.6970013291162638
10,144,45,1.1039723497166725
10,144,46,1.490263478361522
10,144,47,1.4480144986846433
10,144,48,1.6426136807596758
10,144,49,1.461699443662251
10,240,0,1.9999941995539463
10,240,1,1.8534186216629727
10,240,2,1.9999942846944947
10,240,3,1.9999963023958707
10,240,4,1.9999945784007431
10,240,5,1.7596956231188465
10,240,6,1.775665769352051
10,240,7,1.733761747679236
10,240,8,1.9681600682655902
10,240,9,1.999994248883833
10,240,10,1.5140609693260152
10,240,11,1.8272746046970207
10,240,12,1.999993661355084
10,240,13,1.7600767039484362
10,240,14,1.8214864098399977
10,240,15,1.9999936628385222
10,240,16,1.8956697215989138
10,240,17,1.9629044884784461
10,240,18,1.7798274978418829
10,240,19,1.999993852097571
10,240,20,1.0791662099926729
10,240,21,1.569511014313682
10,240,22,1.9999940838617012
10,240,23,1.7597388015260438
10,240,24,1.6132919116056772
10,240,25,1.9096799745147646
10,240,26,1.6730125538574152
10,240,27,1.8654028735240342
10,240,28,1.7693655227414389
10,240,29,1.7826237187980936
10,240,30,1.9999950626034095
10,240,31,1.782866714981327
10,240,32,1.6491283411868671
10,240,33,1.9999942320164243
10,240,34,1.3035314393621729
10,240,35,0.8475977082484285
10,240,36,1.999994357127111
10,240,37,1.6597808477050928
10,240,38,1.4803366353652425
10,240,39,1.9999937866721167
10,240,40,1.999994849926171
10,240,41,1.6125236377421641
10,240,42,1.908168574243897
10,240,43,1.8343191223697892
10,240,44,1.8717153361299372
10,240,45,1.8210113999819872
10,240,46,1.999994226032003
10,240,47,1.1711726352775447
10,240,48,1.3004348029342732
10,240,49,1.8798611395791882
10,480,0,1.9999941209514787
10,480,1,1.321601548572623
10,480,2,1.9999943179510595
10,480,3,1.9999937667875383
10,480,4,1.9999949643044326
10,480,5,1.073157355063762
10,480,6,1.7541612966128155
10,480,7,1.9999937614201229
10,480,8,1.0588076373687374
10,480,9,0.8962781882293664
10,480,10,1.9999946907615762
10,480,11,1.999993715536064
10,480,12,1.908311629813767
10,480,13,1.0419150294139863
10,480,14,1.9716941082958486
10,480,15,1.9999933969753767
10,480,16,1.9999940302910912
10,480,17,1.4354222147592175
10,480,18,1.0389221383556952
10,480,19,1.999996396654285
10,480,20,1.4513608279978374
10,480,21,1.4355458163511206
10,480,22,1.9999935026859976
10,480,23,1.4258713528728684
10,480,24,1.3427481764232256
10,480,25,1.9999945094632783
10,480,26,1.780550494128992
10,480,27,1.2662528392198744
10,480,28,1.1903872660673458
10,480,29,1.9999938837950495
10,480,30,1.2467094612044627
10,480,31,1.2907750639600841
10,480,32,1.0731601047270678
10,480,33,1.9393558332741998
10,480,34,1.999994143691012
10,480,35,1.9999938757848563
10,480,36,1.999994115254656
10,480,37,1.3141089623369
10,480,38,1.999994353613337
10,480,39,1.1438078190595369
10,480,40,1.0503968425483716
10,480,41,1.13708494769725
10,480,42,1.159481268573878
10,480,43,1.9999949244917243
10,480,44,1.9999941882292638
10,480,45,1.5052192056979712
10,480,46,1.8097139129593869
10,480,47,1.7894358326101916
10,480,48,1.1635429713585204
10,480,49,1.9999936904185958
