T,Tau,Rel_MSE
240,0.05,1.107082231619784
240,0.2,0.9026325143747665
240,0.35,0.7349736677896872
240,0.5,0.7798502085610564
240,0.65,0.7840882584700889
240,0.8,0.7474451317764255
240,0.95,0.7830310295098787
600,0.05,0.9275095014376532
600,0.2,1.0266800265645448
600,0.35,0.9792295573195846
600,0.5,0.9699256380962467
600,0.65,0.9592538364669753
600,0.8,0.7409904000070094
600,0.95,0.9379040633280191
