True DGP (p0),Sample Size (T),Estimator,Lag Detection Rate (%),Mean Evaluated Lag,Avg Opt Tau,Fail Rate (%),Geom Mean MSE Ratio,5th Percentile,95th Percentile
4,240,AIC,26.0,2.99,N/A,0.0,1.083115755363456,0.07192414051957909,18.206507112480345
4,240,SIC (BIC),0.0,1.95,N/A,0.0,1.1075937947356562,0.06486743435154603,18.569540130127322
4,240,HQC,0.0,2.06,N/A,0.0,1.1293938216223982,0.06231269789118415,18.569540130127322
4,240,OLS BMA (BIC-W),N/A,1.95,N/A,0.0,1.0995420677138374,0.06695990831224756,17.855838375390015
4,240,"OLS BMA (Geom-W, th=0.5)",N/A,1.94,N/A,0.0,1.1628217055717682,0.059995821084267355,20.17698475621698
4,240,OLS BMA (AIC-W),N/A,2.99,N/A,0.0,1.0823157829064962,0.06006001266090061,17.417087214130177
4,240,"OLS BMA (Geom-AIC-W, th=0.5)",N/A,2.87,N/A,0.0,1.1748803682921882,0.0749766288659764,18.116458052960017
4,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.0624268225525828,0.05979744750710487,19.756713396042844
4,240,"BVAR-WN (tau=0.40, p_max)",N/A,12.0,N/A,0.0,1.0550869735162112,0.06353649854271438,17.556386916861076
4,240,"BVAR-WN (tau=0.60, p_max)",N/A,12.0,N/A,0.0,1.076306623439061,0.0698165117526632,15.936923506429977
4,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.1448218492406923,0.07444549535556695,15.826839215628688
4,240,"Joint (p, tau) Grid BMA",N/A,4.27,N/A,0.0,0.8999174482956797,0.05555726693120908,16.63980105267419
4,240,"Geom (p, tau) Grid BMA (th=0.5)",N/A,3.14,N/A,0.0,1.126763416944962,0.06220517426888521,18.849718634829106
4,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,1.0624268225525828,0.05979744750710487,19.756713396042844
4,600,AIC,76.0,3.8,N/A,0.0,0.9890847795721723,0.09130649295920305,8.18856618784689
4,600,SIC (BIC),0.0,2.02,N/A,0.0,1.1449567271829668,0.035736645116502756,32.398792426209745
4,600,HQC,7.0,2.66,N/A,0.0,1.117574588152688,0.036009754854021546,32.23436322514919
4,600,OLS BMA (BIC-W),N/A,2.02,N/A,0.0,1.2178477097967715,0.04126676078506336,30.204103684981924
4,600,"OLS BMA (Geom-W, th=0.5)",N/A,2.01,N/A,0.0,1.128579255920326,0.0368498775657561,30.25542982095498
4,600,OLS BMA (AIC-W),N/A,3.79,N/A,0.0,1.0315900000271288,0.029682266543196265,31.085349784986956
4,600,"OLS BMA (Geom-AIC-W, th=0.5)",N/A,3.74,N/A,0.0,1.123604054961596,0.034217258572707805,32.07842014594802
4,600,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,1.1328197870753685,0.03186119816914579,29.017331850627965
4,600,"BVAR-WN (tau=0.40, p_max)",N/A,12.0,N/A,0.0,0.9834981822846122,0.03442359088147719,30.78436128813934
4,600,"BVAR-WN (tau=0.60, p_max)",N/A,12.0,N/A,0.0,1.1028522830468837,0.03884036661080376,28.122235420348698
4,600,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.1093273053318973,0.04112037434176998,26.645493406389352
