True DGP (p0),Sample Size (T),Estimator,p=1,p=2,p=3,p=4,p=5,p=6,p=7,p=8,p=9,p=10,p=11,p=12
4,360,OLS-BMA,0.0,0.9997437904288758,0.0002562095711241682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,360,OLS-Geom-BMA,0.0,0.9998696526000367,0.00013034739996327848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,360,OLS-BMA (AIC-W),0.0,0.0991623122976574,0.42847908609182683,0.45848231201664613,0.01142470409063392,0.002356503324492247,9.50821787434555e-05,0.0,0.0,0.0,0.0,0.0
4,360,OLS-Geom-BMA (AIC-W),0.0,0.13136807261964778,0.4538781081443685,0.40608285926263604,0.006578564773560595,0.0020442307931708955,4.8164406616098595e-05,0.0,0.0,0.0,0.0,0.0
4,360,Joint-BMA,0.0,0.14517455077005012,0.28597431022525904,0.31391220484268395,0.12917156112638295,0.054261423178812065,0.029274727005125394,0.015113636836324953,0.011405350621789372,0.0080357227959979,0.004881006907664947,0.0027955056899093486
4,360,Geom-BMA,0.0,0.23984325818384183,0.35888848468077084,0.29180493546461755,0.07745579128812849,0.020660881913273782,0.0070548241889900175,0.0021518609505034483,0.0012933242936850721,0.0005724931036917022,0.00020301381772752747,7.113211476975251e-05
4,480,OLS-BMA,0.0,0.9932980955856006,0.00670190441439942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,480,OLS-Geom-BMA,0.0,0.9947868257151024,0.005213174284897599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,480,OLS-BMA (AIC-W),0.0,0.028248707662182498,0.3420326239399436,0.607439132167037,0.01904952379599311,0.003006014972364748,0.00022399746247890343,0.0,0.0,0.0,0.0,0.0
4,480,OLS-Geom-BMA (AIC-W),0.0,0.041363965413545596,0.38113460687083706,0.5632556036910032,0.012611550551458364,0.0015479018331114786,8.637164004436749e-05,0.0,0.0,0.0,0.0,0.0
4,480,Joint-BMA,0.0,0.07871768464540213,0.24483981144652814,0.4469832456847949,0.13469794830978085,0.04818134909012001,0.021074869799671304,0.010539597377869008,0.005520980697666401,0.004272558395502135,0.0030642814334308818,0.0021076731192342015
4,480,Geom-BMA,0.0,0.13402304579753083,0.31841850016407575,0.4342661159154668,0.08579574428469615,0.020375463012806735,0.005030867797700298,0.0016192112222061072,0.00033560088014619526,0.00010489892107849124,3.0552004292639e-05,0.0
10,360,OLS-BMA,0.0007761487989572124,0.9989379146409176,0.00028593656012520596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,360,OLS-Geom-BMA,0.0011183100837372296,0.9987322736110449,0.00014941630521784794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,360,OLS-BMA (AIC-W),0.0,0.004848274921921885,0.010683961880662743,0.0077427539013045985,0.016958660222930425,0.009214809911795895,0.022040825889142534,0.4242331957893526,0.3150235134145449,0.1704754165809003,0.015809424198321487,0.002969163289122697
10,360,OLS-Geom-BMA (AIC-W),0.0,0.012045440868970761,0.020507724451522966,0.014624154724203644,0.02580563076098238,0.01594106244172682,0.025552895412374182,0.452647347352594,0.28754348786391587,0.13395943108929295,0.009278742877629467,0.0020940821567869824
10,360,Joint-BMA,0.0,0.005488928601328183,0.0053581908147421,0.0034546430528941976,0.011191776405112205,0.018545244569367802,0.024312192099268524,0.09226709942397977,0.14754231042758728,0.21124742098687418,0.24887356535486624,0.2317186282639795
10,360,Geom-BMA,0.0,0.04874973843329535,0.04526765382304008,0.020677244796639634,0.0560840924214166,0.06682797175313557,0.06116792684334881,0.15790336827459367,0.17239501907149474,0.1718221245187237,0.1294509742678568,0.0696538857964551
10,480,OLS-BMA,0.0,0.9964413192084648,0.0035586807915352135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,480,OLS-Geom-BMA,0.0,0.9969603147851004,0.0030396852148996123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,480,OLS-BMA (AIC-W),0.0,0.0,0.0,0.0,6.92910362161305e-05,0.00032183961168195935,0.004897194032066798,0.31554475435459045,0.40904559592263257,0.2566866477453196,0.01298062297128444,0.00045405432620806215
10,480,OLS-Geom-BMA (AIC-W),0.0,0.0,0.0004440425406448381,0.0,0.0009383999752535095,0.0011948511076481628,0.008102869500644675,0.37900115205485374,0.3985481149051589,0.2049811054999091,0.006706744506295709,8.271990959136357e-05
10,480,Joint-BMA,0.0,0.00010562365055411804,0.0003028869934513248,0.0007603544489196137,0.0007102702942209793,0.002173073037925003,0.005391100405814906,0.06804494246916326,0.1782423514724639,0.28774104440563486,0.25693587011586894,0.19959248270598315
10,480,Geom-BMA,0.0,0.002717871596840389,0.003043699792249967,0.0016982973317492397,0.009475816446187595,0.017988132882063038,0.022783221998801038,0.1592650840890915,0.2620179010823609,0.28578057089369546,0.16213174406991868,0.07309765981704215
