True DGP (p0),Sample Size (T),Estimator,p=1,p=2,p=3,p=4,p=5,p=6,p=7,p=8,p=9,p=10,p=11,p=12
4,240,OLS-BMA,0.03421025899117538,0.9657897410088246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,OLS-Geom-BMA,0.038563815172400255,0.9614361848275997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,240,Joint-BMA,0.0,0.20206542479879855,0.32764738255352066,0.1929190226732485,0.10649882261452377,0.052888701827153606,0.035310489102416666,0.019935923350292498,0.01608029603631749,0.015966928507531408,0.015209520109945756,0.01547748842625106
4,240,Geom-BMA,0.0,0.35300548192302733,0.3963532763779433,0.1700804026879424,0.05497228757287712,0.01769995402384132,0.006777130247852418,0.001111467166516126,0.0,0.0,0.0,0.0
4,300,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,300,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,300,Joint-BMA,0.0,0.14073997892185366,0.303838227534999,0.26334270320591907,0.11077385661815045,0.05883370196350897,0.036973445307518865,0.021881659662673077,0.018259062039535656,0.01841314015570816,0.014570386286840131,0.01237383830329302
4,300,Geom-BMA,0.0,0.267712178082637,0.3981648394485445,0.23332635041839483,0.06098163490754857,0.022159972297894518,0.009703847547714795,0.003615670369044653,0.002435457148970121,0.0011351660054312181,0.0005327631922758924,0.00023212058154374154
4,360,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,360,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,360,Joint-BMA,0.0,0.1649450337760241,0.2749628348191896,0.2890628205991531,0.1164276120351847,0.06508449716684567,0.02858021779346403,0.016503694005117787,0.01167398977415775,0.0104780884228972,0.010049358467504974,0.01223185314046118
4,360,Geom-BMA,0.0,0.2736559590740668,0.3352784134946855,0.27342414566405826,0.0777962548739579,0.025353690149888974,0.006941734369624368,0.002772725599442274,0.0016384840352202314,0.0012881640647619563,0.0009410924767087861,0.0009093361975847652
4,480,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,480,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,480,Joint-BMA,0.0,0.11097182497123753,0.2617950947960437,0.39787145209794367,0.1295995200363285,0.04326605308397225,0.022022785309568794,0.010300279547537775,0.007652251228804575,0.008079141669368404,0.006176585673766963,0.002265011585427827
4,480,Geom-BMA,0.0,0.16614125108426056,0.3223170034544121,0.3928822128490275,0.08788720425776714,0.02167561962179947,0.007299169174545134,0.0011309627407424332,0.00036555360605513627,0.00030102321139047753,0.0,0.0
4,600,OLS-BMA,0.0,0.9737518099602834,0.02624819003971644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,600,OLS-Geom-BMA,0.0,0.9762975674210841,0.023702432578915803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,600,Joint-BMA,0.0,0.05795210111672981,0.23665249405257086,0.5521393096163911,0.097596477809963,0.023366660907641734,0.009632781681215669,0.008171840032095576,0.004673344827936478,0.002679586918031201,0.003740217702224448,0.0033951853352001803
4,600,Geom-BMA,0.0,0.08398808892391357,0.3002520888105294,0.5426231422167394,0.062174824054171476,0.008495153158830598,0.0018263936821428068,0.0006403091536728296,0.0,0.0,0.0,0.0
6,240,OLS-BMA,0.020416105303566186,0.9795838946964338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,240,OLS-Geom-BMA,0.021065681000201755,0.9789343189997982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,240,Joint-BMA,0.0,0.11625177855159617,0.14124260666191696,0.06562569303440004,0.11721308058072336,0.13751080038868832,0.12469281533291539,0.09469692313905298,0.0639960454577892,0.052300572403548864,0.04680235102774191,0.03966733342162684
6,240,Geom-BMA,0.0,0.2631495885024929,0.2551064973052298,0.08664534474535916,0.12804859731114654,0.12114226868844663,0.08381451081736191,0.03950282833008531,0.013700713126580222,0.0055262124727946,0.002373193742622771,0.0009902449578801968
6,300,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,300,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,300,Joint-BMA,0.0,0.034564987324845246,0.07444249024475286,0.0396228168127938,0.12037977176191174,0.22596791918459086,0.17854861357679952,0.11836548936144314,0.07348007355839005,0.05158284971075969,0.04340953292849809,0.039635455535215025
6,300,Geom-BMA,0.0,0.1181530525527257,0.21900508592949766,0.08664483196033908,0.16651422146274433,0.2175892256359404,0.11754494280283115,0.0531068253273367,0.01500680943633299,0.004524561419617376,0.0012757321622309434,0.0006347113104036509
6,360,OLS-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,360,OLS-Geom-BMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
