p0,T,Iter,BIC_Rel_MSE,Joint_BMA_Rel_MSE
4,240,0,0.5523967617655303,5.785631522662318
4,240,1,0.7776408458726418,0.323115593475859
4,240,2,0.17111478464239482,0.17666009860468684
4,240,3,1.0631488494399606,0.911793470106606
4,240,4,1.0805213668368632,0.3046852612674623
4,240,5,0.21860123773770757,0.22410000077488712
4,240,6,1.1517749679277096,1.0627655589505023
4,240,7,3.8103027885922,0.1306253383153458
4,240,8,0.8839991304261725,0.45225466302718675
4,240,9,3.7550072142166613,6.813160994713493
4,240,10,12.963349091736216,9.839034604287772
4,240,11,0.4616339495938289,2.424941632588558
4,240,12,0.19410589314440066,0.9800513101403953
4,240,13,0.14660768382603093,1.0388527443993683
4,240,14,2.9301312675131586,0.19813570662162275
4,240,15,10.412283045782248,3.250397178831298
4,240,16,0.21541294369686148,0.21421204390655776
4,240,17,0.7762471670535788,3.3656880532192424
4,240,18,3.5438001357879334,0.45589700986207926
4,240,19,0.28412491679038454,0.2715239837350401
4,240,20,0.2511313240532973,0.9550108898885772
4,240,21,0.1387150309311152,0.8007996936912138
4,240,22,0.7992954500361095,0.09015198761841803
4,240,23,4.401841960061594,0.7063323004255615
4,240,24,0.6016703590492158,0.15570704624204867
4,240,25,0.24708942894238442,0.16629098695996736
4,240,26,1.1047964316664662,0.16201661474671034
4,240,27,0.9728643996073609,0.3774367999630494
4,240,28,1.3154926491947987,0.07110925879692308
4,240,29,1.017255739950447,0.13672127439629975
4,240,30,1.1058456362379279,0.17157826718695451
4,240,31,0.15911476519211856,0.11823332795191589
4,240,32,3.0801578599977386,1.633446399204572
4,240,33,4.2276904072568255,4.681255799419057
4,240,34,0.10334541391360916,0.1398433475710349
4,240,35,7.370317544550973,5.483085011431249
4,240,36,1.2757474887906426,1.3982285021723435
4,240,37,4.3032274267483865,0.5426248285808583
4,240,38,1.2190159756860448,0.7858809648217769
4,240,39,3.9557003510863478,0.7773721613176642
4,240,40,0.12303450504533985,0.938623566715005
4,240,41,0.11974404609884738,1.7338055311817906
4,240,42,11.22291776962867,9.279416148475429
4,240,43,3.071255485512876,3.868618931406651
4,240,44,1.3607634044841237,11.474636238847392
4,240,45,0.3796674294387076,0.050719736817453634
4,240,46,0.48701637870857756,5.709327819005236
4,240,47,1.654375957827977,7.085804275879825
4,240,48,1.0713140028615333,0.19392398725007828
4,240,49,0.2280708295862267,0.9184093016447228
4,240,50,0.14037604914798352,0.9089571983837064
4,240,51,1.8401975665393706,0.1348502065005001
4,240,52,31.212569704879396,22.716840279175308
4,240,53,2.2662240626491172,0.3264847460768701
4,240,54,0.10114114200656117,0.36193488736732654
4,240,55,0.13843071665372228,0.927318812095856
4,240,56,0.18829472498948968,0.15157696295817552
4,240,57,14.90576475849499,0.6689157033506334
4,240,58,0.959220662964889,0.17727575372331292
4,240,59,1.0998540672759722,1.3238571259656573
4,240,60,0.8950491519198152,1.0273397369090318
4,240,61,0.37600179142410806,0.1739141230191675
4,240,62,0.7725545528490803,0.9197443365019006
4,240,63,3.392606185346748,2.9329249416984204
4,240,64,4.368899939316825,2.472194750647916
4,240,65,1.472384801086405,0.4904251061259946
4,240,66,1.8167307617902582,0.05606805744041798
4,240,67,1.3496054089131038,0.05962897366874608
4,240,68,1.0889923074846999,6.526297633
4,240,69,1.2517570736403463,1.0774722958505425
4,240,70,0.07914439858223477,1.1184391444661776
4,240,71,14.704641032512285,11.239788828010452
4,240,72,1.2659538072230423,1.2161202911814302
4,240,73,0.04910486239194615,0.07771680446051582
4,240,74,5.265869804026932,1.201545031972516
4,240,75,0.21609240033015875,0.08916470979291999
