T,Tau,Rel_MSE
240,0.05,1.2891495112574582
240,0.2,0.8376223728280328
240,0.35,0.9384022529607726
240,0.5,0.802250981056987
240,0.65,0.9110415496831298
240,0.8,1.0313855345191774
240,0.95,0.8705605001183273
600,0.05,1.049568951052198
600,0.2,0.8160050113927789
600,0.35,0.9171206929751452
600,0.5,0.7992275035454025
600,0.65,0.9122245114062594
600,0.8,0.8404388957949213
600,0.95,1.0399562878664237
