T,Tau,Rel_MSE
240,0.2,1.664406410922707
240,0.4,1.2937565733706062
240,0.6,0.7682462833625422
240,0.8,0.7646846881168878
600,0.2,2.0237275291076227
600,0.4,1.1990071429496791
600,0.6,0.9905076637615716
600,0.8,1.546383696156417
240,0.2,0.9667047670465033
240,0.4,0.4303194562310262
240,0.6,0.46993015131501076
240,0.8,1.1372380613191375
600,0.2,0.7282882807062844
600,0.4,1.1936511540881451
600,0.6,2.392061369191802
600,0.8,1.5163126547326002
